,Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,Carrera,Campus,Sem,Sexo,Apr
632,Ingeniería Civil Plan Común,4,3,0,4,4,4,4,4,1,4,4,1,3,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4.0,0,4,4.0,0,4,0,4,4,4,4,4,83,11,0,2,1,1
633,Ingeniería Civil Metalúrgica,4,1,0,4,4,2,4,4,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4.0,4,4,2.0,4,0,4,4,0,4,0,4,72,10,0,2,0,1
634,Ingeniería Civil Plan Común,1,1,4,0,4,4,3,4,3,4,2,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,77,11,0,2,0,1
636,Ingeniería Civil Plan Común,3,0,4,4,4,4,1,4,1,4,1,4,4,4,4,0,4,0,0,4,0,0,0,4,4,4,4,0,4,0.0,0,0,0.0,0,4,4,0,0,4,0,0,71,11,0,2,1,1
637,Ingeniería Civil Plan Común,1,0,0,4,3,4,4,4,1,4,2,1,4,0,0,0,0,3,3,1,2,1,0,4,0,1,4,3,0,3.0,1,0,0.0,0,0,0,0,0,0,4,0,18,11,0,2,1,0
638,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,3,4,4,4,4,4,0,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,0,4,4,4,4,83,11,0,2,0,1
639,Ingeniería Civil Plan Común,1,0,0,0,3,4,4,4,0,0,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,0,4,1,2,4.0,1,2,4.0,4,0,4,0,0,4,4,4,20,11,0,2,0,0
641,Ingeniería Civil Metalúrgica,4,4,0,4,3,2,4,4,3,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,1,4,4.0,0,4,4,0,4,0,4,4,90,10,0,2,0,1
642,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,95,10,0,2,0,1
643,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,97,11,0,2,0,1
644,Ingeniería Civil Plan Común,4,0,0,4,4,2,1,4,1,0,0,3,4,4,0,4,0,0,4,0,4,4,4,4,4,4,4,4,4,3.0,1,0,0.0,4,4,4,4,0,4,4,4,40,11,0,2,0,0
645,Ingeniería Civil Plan Común,1,4,0,0,3,4,0,4,1,1,0,4,3,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4.0,3,4,0.0,4,4,4,4,4,4,4,4,63,11,0,2,0,1
646,Ingeniería Civil Metalúrgica,1,0,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,21,10,0,2,0,0
647,Ingeniería Civil Informática,4,4,0,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,0,0,0,4,0,4,4,4,4,4,4,4.0,4,4,4.0,0,4,4,0,0,4,4,4,89,7,1,2,0,1
649,Ingeniería Civil Metalúrgica,4,1,0,4,3,4,4,4,3,4,0,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,1,0.0,4,4,4,4,4,4,4,4,75,10,0,2,0,1
650,Ingeniería Civil Metalúrgica,4,0,1,4,4,4,3,4,1,4,4,4,4,0,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,0.0,4,4,0.0,4,4,4,0,4,0,4,4,71,10,0,2,0,1
651,Ingeniería Civil Plan Común,4,4,0,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,96,11,0,2,1,1
652,Ingeniería Civil Plan Común,2,4,0,4,4,4,4,4,4,4,2,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0.0,0,0,0.0,4,4,0,0,4,4,4,4,66,11,0,2,0,1
654,Ingeniería Civil Plan Común,4,1,0,4,4,3,4,1,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,76,11,0,2,0,1
655,Ingeniería Civil Plan Común,4,4,0,4,4,4,1,4,4,4,0,3,4,4,4,4,4,0,4,4,0,0,0,4,4,4,0,4,4,0.0,4,4,4.0,0,0,0,0,0,0,0,0,70,11,0,2,0,1
656,Ingeniería Civil Metalúrgica,4,1,0,4,4,4,4,4,1,0,4,0,4,4,0,4,4,4,4,4,4,4,0,4,4,4,3,4,1,4.0,0,1,1.0,0,4,4,4,4,4,4,4,65,10,0,2,1,1
657,Ingeniería Civil Plan Común,2,1,3,4,1,2,3,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0.0,0,1,0.0,4,0,4,4,4,4,4,4,59,11,0,2,0,1
658,Ingeniería Civil Metalúrgica,2,1,1,4,1,0,3,4,3,4,0,0,0,4,0,4,0,4,4,4,4,4,0,4,4,4,4,4,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,33,10,0,2,0,0
659,Ingeniería Civil Plan Común,4,4,0,0,4,2,4,4,4,4,4,4,4,4,0,4,0,4,4,0,0,0,4,4,4,4,4,0,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,89,11,0,2,0,1
660,Ingeniería Civil Plan Común,4,4,0,4,3,2,0,3,3,4,4,4,1,0,4,4,4,4,4,4,4,0,4,4,4,4,4,0,0,4.0,4,0,4.0,0,0,0,0,0,0,0,0,78,11,0,2,0,1
661,Ingeniería Civil Metalúrgica,4,3,0,4,4,2,3,4,1,4,4,4,4,4,0,4,4,4,4,0,4,4,0,4,4,4,4,4,4,1.0,4,4,4.0,0,4,4,4,4,4,4,0,80,10,0,2,1,1
662,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,0,4,4,4,4,4,4,99,11,0,2,0,1
663,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4.0,4,4,4.0,4,4,4,4,4,0,4,4,70,11,0,2,0,1
664,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,4,4,3,4,4,0,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4.0,4,4,3.0,4,4,4,4,4,4,4,4,88,10,0,2,0,1
665,Ingeniería Civil Metalúrgica,4,4,0,0,3,4,4,0,1,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,92,10,0,2,0,1
666,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,79,11,0,2,1,1
667,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,3,3,4,2,4,4,4,4,0,4,0,4,0,4,4,4,4,4,4,4,2,1,2.0,4,0,0.0,0,0,0,0,0,4,0,4,62,11,0,2,0,1
668,Ingeniería Civil Plan Común,4,4,0,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,98,11,0,2,0,1
669,Ingeniería Civil Plan Común,4,3,0,4,1,4,4,4,4,4,4,4,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,0,4,84,11,0,2,1,1
670,Ingeniería Civil Metalúrgica,4,0,1,0,0,4,0,0,1,0,4,4,0,0,4,0,4,0,0,0,4,4,4,0,4,4,0,0,0,2.0,0,0,0.0,0,0,0,0,0,0,0,0,43,10,0,2,0,0
671,Ingeniería Civil Metalúrgica,4,3,0,4,4,4,1,4,0,4,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4,4,1.0,4,4,1.0,4,0,4,4,4,4,4,4,82,10,0,2,0,1
672,Ingeniería Civil Metalúrgica,4,0,0,0,4,1,1,4,4,4,4,4,4,4,0,0,0,4,0,0,0,0,0,4,2,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,47,10,0,2,0,0
673,Ingeniería Civil Plan Común,1,0,0,4,4,4,1,4,4,4,4,0,0,4,4,4,4,4,4,4,0,0,0,4,4,4,4,0,0,0.0,0,0,0.0,0,4,4,4,4,0,4,0,16,11,0,2,1,0
674,Ingeniería Civil Plan Común,4,4,0,4,1,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,95,11,0,2,0,1
675,Ingeniería Civil Plan Común,4,1,0,0,4,4,4,1,3,4,4,3,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,0,3.0,0,4,0.0,0,0,0,0,0,0,0,0,59,11,0,2,0,1
676,Ingeniería Civil Plan Común,4,3,0,0,4,0,0,4,0,4,4,4,0,4,4,0,0,4,0,4,4,0,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,77,11,0,2,0,1
677,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,1,4,2,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,0,81,11,0,2,0,1
678,Ingeniería Civil Metalúrgica,0,4,4,4,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,4,4,0.0,0,0,0,0,0,0,0,0,55,10,0,2,1,1
680,Ingeniería Civil Plan Común,4,4,0,4,0,4,4,4,3,3,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,0,4,4,4,4,92,11,0,2,0,1
681,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,3,4,3,4,4,4,4,4,0,4,4,0,0,4,4,0,4,4,4,0,4,4,4.0,4,4,4.0,0,4,0,4,4,4,0,4,86,11,0,2,0,1
682,Ingeniería Civil Plan Común,4,1,0,4,3,4,3,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,63,11,0,2,1,1
683,Ingeniería Civil Plan Común,3,4,0,4,4,0,3,0,3,4,4,1,3,4,0,0,0,4,0,0,0,0,0,4,4,0,0,1,0,4.0,0,4,1.0,0,0,0,4,0,4,0,0,59,11,0,2,0,1
684,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,3,4,0,3,4,4,0,4,4,0,4,0,0,0,0,4,4,4,4,3,4,4.0,4,4,4.0,4,4,4,0,0,4,0,0,79,11,0,2,1,1
685,Ingeniería Civil Plan Común,4,0,1,4,4,2,4,4,3,4,4,1,4,4,4,4,4,4,4,0,0,4,0,4,4,4,4,4,4,4.0,4,4,0.0,0,4,0,0,0,4,4,0,42,11,0,2,0,0
686,Ingeniería Civil Plan Común,4,0,2,0,4,4,4,4,3,4,4,4,4,4,0,4,0,4,4,4,4,3,4,4,0,4,4,4,4,0.0,0,0,0.0,4,4,4,4,4,0,4,4,72,11,0,2,0,1
687,Ingeniería Civil Metalúrgica,4,1,0,4,4,4,4,4,3,3,1,0,1,4,4,4,4,0,4,0,0,0,0,4,4,4,4,2,4,0.0,0,0,0.0,0,0,4,4,4,0,0,0,58,10,0,2,0,1
688,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,0,4,4,4,4,4,4,4,93,11,0,2,0,1
689,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,0,4,4,4,4,4,4,0,4,4,0,0,4,0,4,4,4,4,4,4,4,1,4.0,4,4,2.0,0,0,0,0,0,0,0,0,71,11,0,2,0,1
690,Ingeniería Civil Eléctrica,4,3,0,0,4,4,4,4,3,4,4,1,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.0,4,4,3.0,4,4,4,4,4,4,4,4,82,4,0,2,0,1
691,Ingeniería Civil Plan Común,2,4,0,0,1,3,3,3,1,4,4,3,1,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,1.0,0,4,4.0,4,4,4,4,4,4,4,4,73,11,0,2,1,1
692,Ingeniería Civil Plan Común,4,4,0,4,4,4,3,4,1,0,4,4,4,4,0,4,0,0,4,0,4,4,0,4,4,4,4,0,4,2.0,0,0,2.0,0,0,0,0,0,0,0,0,77,11,0,2,0,1
693,Ingeniería Civil Metalúrgica,1,0,0,0,0,0,1,4,1,1,0,4,4,0,0,0,2,4,4,4,4,0,4,0,0,0,4,4,4,4.0,0,0,4.0,0,0,0,0,0,0,0,0,20,10,0,2,1,0
694,Ingeniería Civil Metalúrgica,4,4,0,0,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,82,10,0,2,0,1
695,Ingeniería Civil Plan Común,4,4,0,0,4,4,0,4,4,4,4,4,0,4,4,4,0,0,4,0,0,0,0,4,4,4,4,4,1,4.0,1,4,2.0,0,0,4,0,0,0,4,0,71,11,0,2,0,1
696,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,1,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,89,11,0,2,0,1
697,Ingeniería Civil Metalúrgica,4,4,0,4,4,0,4,4,4,4,0,4,4,4,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,93,10,0,2,0,1
699,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4,4,4,0.0,4,2,0.0,4,0,0,4,4,4,4,4,89,11,0,2,0,1
700,Ingeniería Civil Plan Común,4,1,1,0,0,4,4,0,3,4,4,3,1,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4.0,0,0,0.0,4,4,4,0,4,4,0,4,61,11,0,2,1,1
701,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,3,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,89,11,0,2,0,1
702,Ingeniería Civil Plan Común,0,4,1,0,3,4,1,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,3.0,4,1,4.0,4,4,4,4,4,4,4,0,38,11,0,2,1,0
703,Ingeniería Civil Informática,4,4,0,0,1,4,3,4,1,3,2,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0.0,0,4,0.0,4,4,4,4,4,4,4,4,77,7,0,2,0,1
704,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,99,11,0,2,0,1
705,Ingeniería Civil Eléctrica,4,2,0,0,0,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,0,4,4,4,4,4,4,4,4,2.0,3,4,4.0,0,0,0,0,0,0,0,0,72,4,0,2,0,1
706,Ingeniería Civil Plan Común,4,1,0,0,4,4,4,4,3,4,0,4,4,4,4,4,4,0,4,0,4,4,0,4,4,4,4,4,4,4.0,4,0,4.0,4,4,0,4,0,4,4,4,75,11,0,2,0,1
707,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,1.0,4,4,4,4,4,4,4,4,79,11,0,2,0,1
708,Ingeniería Civil Eléctrica,3,1,1,4,4,4,4,4,3,4,4,3,4,4,0,4,4,4,4,0,4,4,4,4,2,4,4,1,3,1.0,1,4,1.0,4,4,4,4,4,0,4,4,52,4,0,2,0,0
709,Ingeniería Civil Metalúrgica,4,4,0,0,4,4,0,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4.0,4,4,4.0,4,4,4,4,4,4,4,4,91,10,0,2,0,1
710,Ingeniería Civil Plan Común,4,0,4,4,3,1,1,4,0,3,0,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,1,4,4.0,0,4,4.0,4,0,0,4,4,4,0,0,82,11,0,2,0,1
711,Ingeniería Civil Metalúrgica,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,0,0,4.0,4,4,4,0,4,4,4,4,88,10,0,2,0,1
712,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,0,4,4,4,2,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,0,4,4,0.0,3,0,0.0,4,4,4,0,0,4,4,4,82,10,0,2,1,1
713,Ingeniería Civil Metalúrgica,4,1,0,4,3,4,3,4,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,0.0,4,4,0,4,4,0,4,4,77,10,0,2,0,1
714,Ingeniería Civil Metalúrgica,1,4,0,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,0.0,0,0,0.0,0,4,4,4,4,4,4,4,62,10,0,2,1,1
715,Ingeniería Civil Plan Común,4,3,0,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,85,11,0,2,0,1
716,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,0,73,11,0,2,0,1
717,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,4,1,1,4,0,4,0,4,4,0,4,4,4,4,0,4,0,4,4,4,4,4,4,4.0,4,4,3.0,4,4,4,4,0,4,4,4,82,10,0,2,0,1
718,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,97,11,0,2,0,1
719,Ingeniería Civil Plan Común,4,4,0,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,89,11,0,2,0,1
720,Ingeniería Civil Informática,4,1,2,4,4,2,1,3,3,3,4,4,0,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4,3,4.0,4,0,0.0,0,4,4,4,4,0,4,4,69,7,0,2,0,1
721,Ingeniería Civil Metalúrgica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,6,10,0,2,1,0
722,Ingeniería Civil Plan Común,4,4,0,0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,3.0,4,4,4,0,0,4,4,4,84,11,0,2,1,1
723,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,4,0,0.0,4,0,4,4,4,4,4,0,76,11,0,2,0,1
724,Ingeniería Civil Plan Común,2,3,4,4,4,4,4,4,1,4,4,0,4,4,0,4,4,4,4,4,0,0,4,4,4,4,0,0,4,4.0,0,4,0.0,4,4,4,4,4,4,4,4,63,11,0,2,0,1
725,Ingeniería Civil Plan Común,4,0,0,4,4,4,4,4,4,4,0,4,4,4,0,4,0,0,4,4,0,4,0,4,4,4,4,4,4,4.0,4,4,1.0,0,4,4,4,4,4,4,0,47,11,0,2,0,0
726,Ingeniería Civil Plan Común,4,1,0,0,3,4,1,4,4,4,4,4,4,4,0,0,4,4,4,0,4,4,0,0,4,4,4,4,1,4.0,4,1,0.0,4,4,4,4,4,4,4,4,66,11,0,2,0,1
727,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4.0,4,4,4.0,4,4,4,4,4,4,4,4,85,11,0,2,0,1
728,Ingeniería Civil Plan Común,4,4,0,4,3,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,0,4,4,0,4,90,11,0,2,0,1
729,Ingeniería Civil Metalúrgica,4,0,0,4,4,4,4,4,1,4,4,3,1,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4,4,0.0,4,4,0.0,4,4,0,4,4,4,4,4,46,10,0,2,0,0
730,Ingeniería Civil Plan Común,1,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4.0,2,1,3.0,4,4,4,4,4,4,4,4,10,11,0,2,0,0
731,Ingeniería Civil Informática,4,4,0,4,3,2,4,4,4,4,4,3,4,4,4,4,4,4,4,0,4,2,2,4,4,0,4,4,4,4.0,4,4,4.0,4,4,4,4,0,4,0,0,78,7,0,2,0,1
732,Ingeniería Civil Metalúrgica,4,1,0,4,1,4,4,4,1,4,4,3,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,0,0.0,4,4,4,4,4,4,4,4,76,10,0,2,0,1
733,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,99,11,0,2,1,1
734,Ingeniería Civil Plan Común,2,0,0,4,1,4,4,4,4,3,4,4,4,4,0,4,4,4,4,4,4,0,0,4,4,4,4,0,3,0.0,0,0,0.0,0,0,0,0,0,0,0,0,25,11,0,2,0,0
735,Ingeniería Civil Informática,4,4,0,4,0,4,4,4,0,4,4,1,0,4,0,4,4,0,0,0,0,0,0,4,4,4,4,4,4,0.0,4,4,4.0,4,0,4,4,4,4,4,4,83,7,0,2,0,1
736,Ingeniería Civil Eléctrica,4,4,0,4,1,4,4,3,1,4,2,4,3,4,4,0,4,4,4,4,4,4,4,4,1,4,4,4,4,1.0,4,4,3.0,4,0,4,4,4,4,4,4,89,4,0,2,0,1
737,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,0,4,4,4,4,4,3,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,84,11,0,2,0,1
738,Ingeniería Civil Plan Común,4,3,0,4,4,4,4,4,1,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4.0,4,4,4.0,0,0,0,0,0,0,0,0,67,11,0,2,0,1
739,Ingeniería Civil Plan Común,4,4,0,0,3,0,4,1,0,0,0,0,0,0,4,4,4,3,4,3,4,2,4,0,4,1,4,4,0,4.0,4,4,4.0,0,0,0,0,0,0,0,0,72,11,0,2,1,1
740,Ingeniería Civil Metalúrgica,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,90,10,0,2,1,1
741,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,1,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2.0,4,4,2.0,4,4,4,4,4,4,4,4,82,11,0,2,0,1
742,Ingeniería Civil Plan Común,4,0,0,4,4,4,4,4,4,3,1,4,0,4,4,4,4,4,4,0,4,4,0,4,4,4,4,2,0,0.0,0,0,0.0,4,0,4,4,0,4,0,4,41,11,0,2,0,0
743,Ingeniería Civil Plan Común,4,4,0,4,4,2,3,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4.0,3,4,0.0,4,4,4,4,4,0,4,4,84,11,0,2,0,1
744,Ingeniería Civil Plan Común,4,0,1,0,0,0,4,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,0,4,4,4,4,0,0,0.0,0,0,0.0,0,0,0,0,0,4,0,4,44,11,0,2,0,0
745,Ingeniería Civil Plan Común,4,0,3,4,3,2,0,4,4,0,0,3,0,4,0,4,4,4,4,4,4,0,0,4,4,4,4,4,0,0.0,0,0,4.0,4,4,4,4,4,4,0,4,62,11,0,2,0,1
746,Ingeniería Civil Plan Común,4,2,0,4,4,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,2,4,4.0,4,0,4.0,4,4,4,4,0,4,4,4,77,11,0,2,1,1
747,Ingeniería Civil Plan Común,4,1,0,4,4,4,1,4,1,4,2,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1.0,0,4,4.0,4,4,4,0,4,4,4,4,69,11,0,2,0,1
748,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4.0,4,4,3.0,0,0,4,4,4,4,4,0,90,10,0,2,0,1
749,Ingeniería Civil Metalúrgica,4,4,0,0,4,2,3,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,82,10,0,2,1,1
750,Ingeniería Civil Plan Común,4,4,0,0,0,1,4,1,1,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,4,4,4.0,4,4,4.0,0,0,0,0,0,0,0,0,68,11,0,2,1,1
751,Ingeniería Civil Plan Común,4,4,0,4,4,4,3,0,0,4,4,4,1,4,0,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4.0,0,0,0.0,0,4,4,4,4,0,0,4,79,11,0,2,0,1
752,Ingeniería Civil Plan Común,3,4,0,4,4,4,4,4,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,1.0,0,0,0.0,0,4,0,4,4,4,4,4,73,11,0,2,0,1
753,Ingeniería Civil Metalúrgica,3,1,4,4,4,2,3,4,0,4,2,4,4,0,0,0,4,4,0,4,4,4,4,4,4,4,4,4,4,0.0,4,4,4.0,4,4,4,4,0,0,0,0,66,10,0,2,1,1
754,Ingeniería Civil Eléctrica,4,4,0,4,4,4,3,4,3,0,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,4,4,0,2.0,0,0,0.0,0,0,0,0,0,0,0,0,70,4,0,2,0,1
755,Ingeniería Civil Metalúrgica,4,3,0,4,4,4,0,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,0,4,4.0,0,4,4,4,0,0,4,0,79,10,0,2,0,1
756,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,96,11,0,2,0,1
