,Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,Carrera,Campus,Sem,Sexo,Apr
243,Ingeniería Civil Metalúrgica,4,1,0,4,3,4,4,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,80,10,1,2,1,1
244,Ingeniería Civil Metalúrgica,4,0,1,4,4,4,1,0,3,3,4,0,4,0,0,0,4,0,0,0,0,4,0,4,4,4,4,4,2,0.0,4,0,0.0,0,0,0,0,0,0,0,0,49,10,1,2,0,0
245,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,1,4,2,3,4,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,3.0,1,4,0.0,4,0,4,4,0,4,4,4,64,11,1,2,0,1
246,Ingeniería Civil Eléctrica,1,0,0,0,0,4,0,4,3,1,1,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,50,4,1,2,0,0
248,Ingeniería Civil Plan Común,1,1,0,0,4,4,4,4,3,4,2,3,3,0,4,4,1,4,3,3,0,0,0,4,4,4,3,0,1,1.0,1,1,0.0,4,0,0,0,4,0,0,0,16,11,1,2,1,0
249,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,90,11,1,2,0,1
250,Ingeniería Civil Eléctrica,2,0,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,1,4,0,1,1.0,0,0,0.0,4,4,4,4,0,0,4,4,43,4,1,2,0,0
251,Ingeniería Civil Plan Común,4,4,0,4,4,4,1,4,1,4,4,0,1,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,0.0,4,0,0.0,4,4,4,4,4,4,4,0,77,11,1,2,0,1
252,Ingeniería Civil Plan Común,4,4,0,4,1,4,0,4,3,3,1,4,1,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4.0,4,3,4.0,4,4,4,4,4,4,4,4,80,11,1,2,0,1
253,Ingeniería Civil Metalúrgica,4,4,0,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,0,4,4,84,10,1,2,1,1
254,Ingeniería Civil Eléctrica,4,1,0,4,4,4,4,4,3,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,79,4,1,2,0,1
255,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,3,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,0,0,4,4,4,4,4,87,11,1,2,0,1
257,Ingeniería Comercial,4,3,0,4,4,4,4,4,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,0.0,0,2,2.0,0,0,4,0,4,0,0,4,76,14,2,2,1,1
258,Ingeniería Civil Plan Común,4,0,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,1.0,1,0,0.0,4,4,4,4,4,4,4,4,75,11,2,2,0,1
259,Ingeniería Civil Plan Común,4,4,0,4,4,4,3,4,1,4,2,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,0,1,1.0,1,4,1.0,4,4,4,4,4,4,4,4,73,11,1,2,0,1
260,Ingeniería Civil Plan Común,2,1,0,4,4,4,1,4,1,4,4,4,3,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,4,4.0,4,2,0.0,4,4,4,4,4,4,4,4,40,11,1,2,0,0
262,Ingeniería Civil Plan Común,1,4,0,4,0,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4.0,4,4,0.0,4,4,0,4,4,4,0,4,64,11,1,2,0,1
263,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,3,4,4,4,2,3,3,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,1.0,4,4,1.0,4,4,4,4,4,4,4,4,83,10,1,2,0,1
264,Ingeniería Civil Metalúrgica,4,0,0,0,3,2,3,0,1,0,0,0,1,4,0,0,0,0,4,0,0,4,0,4,4,4,0,3,0,2.0,0,2,1.0,0,0,0,0,0,0,0,0,43,10,1,2,0,0
265,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,4,0,4,4,4.0,0,4,4.0,4,4,4,4,4,4,4,4,87,10,1,2,0,1
266,Ingeniería Civil Plan Común,4,3,0,0,4,4,4,4,4,0,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,3,0,0.0,4,4,4,4,4,4,4,4,65,11,1,2,0,1
267,Ingeniería Civil Informática,1,1,0,0,0,4,0,0,1,0,0,4,4,4,4,4,0,4,4,0,4,4,4,4,4,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,4,0,25,7,1,2,0,0
268,Ingeniería Civil Plan Común,4,1,1,0,4,4,4,0,4,4,4,0,4,4,4,4,0,0,4,0,4,0,0,4,4,4,0,4,0,4.0,0,0,0.0,4,4,4,4,4,4,4,4,56,11,1,2,0,1
270,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4.0,1,1,2.0,4,4,4,4,4,4,4,4,81,11,1,2,0,1
271,Ingeniería Civil Plan Común,4,1,0,4,3,4,3,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4.0,4,4,2.0,4,4,4,4,4,4,4,4,68,11,1,2,0,1
272,Ingeniería Civil Metalúrgica,1,1,2,0,4,2,1,4,4,4,4,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,4,0,1,1.0,4,3,1.0,4,4,4,4,4,0,4,4,45,10,1,2,1,0
273,Ingeniería Civil Plan Común,2,4,0,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4.0,0,0,0.0,4,4,4,4,4,4,4,4,64,11,1,2,1,1
275,Ingeniería Civil Plan Común,2,4,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,80,11,1,2,0,1
276,Ingeniería Civil Eléctrica,4,1,1,4,4,3,1,4,3,4,4,1,1,4,3,4,4,0,4,4,4,0,4,4,4,4,4,0,0,3.0,1,4,3.0,4,4,4,4,4,4,4,4,57,4,1,2,0,1
277,Ingeniería Civil Plan Común,0,4,2,0,0,4,3,4,0,4,1,1,3,0,4,4,2,4,4,4,0,4,0,4,4,4,3,4,4,1.0,1,1,2.0,0,0,4,4,0,0,0,0,58,11,1,2,0,1
278,Ingeniería Civil Plan Común,1,1,4,4,4,4,4,4,1,4,0,1,4,4,0,4,0,4,4,4,4,4,0,4,4,4,3,4,4,2.0,1,3,4.0,0,4,0,0,0,0,4,4,71,11,1,2,1,1
279,Ingeniería Civil Metalúrgica,1,0,0,4,0,4,1,4,3,1,0,0,1,4,0,4,0,4,4,4,4,4,4,4,4,1,1,1,1,1.0,1,1,0.0,0,0,0,0,0,0,0,0,17,10,1,2,0,0
281,Ingeniería Civil Informática,4,0,1,0,0,0,3,0,1,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,4,3.0,4,0,0.0,0,0,0,0,0,0,0,0,41,7,1,2,0,0
282,Ingeniería Civil Plan Común,4,1,0,4,0,4,0,4,1,0,4,0,4,4,0,4,0,0,0,0,4,4,4,4,4,4,4,4,4,4.0,4,4,1.0,0,0,0,0,0,4,0,0,61,11,1,2,0,1
283,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,94,11,1,2,1,1
285,Ingeniería Civil Plan Común,4,4,0,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,92,11,2,2,0,1
286,Ingeniería Civil Metalúrgica,1,1,1,4,3,3,4,4,1,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,0,4,0.0,0,4,0.0,4,4,4,4,4,4,4,4,44,10,1,2,1,0
287,Ingeniería Civil Plan Común,4,1,0,4,0,4,4,0,4,0,4,3,4,0,4,4,4,0,4,4,0,4,0,4,4,4,0,4,0,3.0,4,0,0.0,0,4,4,4,0,4,4,4,60,11,1,2,0,1
288,Ingeniería Civil Eléctrica,2,1,2,4,4,4,4,4,0,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4.0,4,0,0.0,4,4,4,4,4,4,4,4,61,4,1,2,0,1
289,Ingeniería Civil Plan Común,1,1,4,4,0,4,4,3,1,3,4,4,0,4,4,4,4,4,4,0,4,0,4,4,0,4,4,1,4,0.0,0,0,1.0,4,4,0,0,0,0,0,0,56,11,1,2,0,1
290,Ingeniería Civil Informática,4,4,0,4,4,4,0,4,3,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4.0,0,4,0.0,4,4,4,4,4,4,4,4,86,7,1,2,0,1
291,Ingeniería Civil Plan Común,4,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1.0,0,0,0.0,4,4,4,4,4,4,4,4,45,11,1,2,0,0
292,Ingeniería Civil Plan Común,2,4,0,4,4,2,4,0,3,4,4,3,1,0,0,4,3,4,3,0,4,4,4,4,4,4,4,1,4,4.0,1,3,1.0,4,4,4,0,4,4,4,4,66,11,1,2,0,1
293,Ingeniería Civil Plan Común,4,0,4,4,4,4,4,4,4,4,1,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,0,4,4.0,4,4,4,4,4,4,4,4,67,11,1,2,0,1
294,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,1,4,1,4,4,1,0,0,4,4,4,4,0,0,4,4,0,4,4,4,0,4,4,0.0,4,4,1.0,0,4,4,4,4,4,4,0,76,10,1,2,1,1
295,Ingeniería Civil Plan Común,4,1,0,4,4,4,3,4,3,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,65,11,1,2,0,1
296,Ingeniería Civil Plan Común,1,3,0,4,1,4,0,4,3,4,0,0,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,68,11,1,2,1,1
297,Ingeniería Civil Plan Común,1,4,4,4,4,4,1,4,4,4,4,4,3,4,4,4,4,4,4,0,4,4,4,4,4,0,0,1,4,0.0,4,4,4.0,4,4,0,4,4,4,4,4,79,11,1,2,0,1
298,Ingeniería Civil Eléctrica,1,1,0,4,4,0,4,4,4,0,4,0,4,4,0,0,4,0,0,0,0,0,0,4,4,4,4,0,0,2.0,0,0,0.0,0,4,0,4,0,0,4,0,24,4,1,2,0,0
299,Ingeniería Civil Eléctrica,4,1,2,4,4,4,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,2.0,4,4,4,4,4,4,4,4,74,4,1,2,0,1
300,Ingeniería Civil Metalúrgica,3,1,4,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4.0,4,4,3.0,4,4,4,4,4,4,4,4,79,10,1,2,1,1
301,Ingeniería Civil Plan Común,1,1,2,4,4,4,4,4,1,4,4,4,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,1.0,1,3,0.0,4,4,4,4,4,4,0,4,45,11,1,2,1,0
303,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,2,4,4,4,0,4,2,0,4,4,4,1,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,86,11,1,2,1,1
304,Ingeniería Civil Plan Común,1,0,0,4,3,4,4,4,1,4,0,4,3,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,9,11,1,2,0,0
305,Ingeniería Civil Plan Común,4,1,0,4,3,4,1,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,78,11,1,2,1,1
306,Ingeniería Civil Eléctrica,1,0,0,4,4,4,1,1,1,3,4,4,4,4,4,4,4,4,4,3,4,0,4,4,4,0,4,4,4,1.0,1,4,0.0,4,4,4,4,4,4,4,0,19,4,1,2,0,0
307,Ingeniería Civil Plan Común,1,2,2,4,4,4,1,4,0,4,4,3,4,4,0,4,4,4,4,4,0,4,4,4,4,4,4,4,2,4.0,1,1,1.0,0,0,4,0,0,0,0,0,53,11,1,2,0,0
308,Ingeniería Civil Plan Común,3,1,1,4,4,4,4,0,1,1,4,1,1,4,4,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0.0,0,1,0.0,0,0,0,4,0,0,4,0,52,11,1,2,1,0
309,Ingeniería Civil Metalúrgica,4,2,0,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4.0,4,4,1.0,4,4,4,4,4,4,4,4,85,10,1,2,1,1
310,Ingeniería Civil Metalúrgica,4,4,0,4,3,4,4,3,1,4,4,4,3,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,84,10,1,2,1,1
311,Ingeniería Civil Plan Común,4,4,0,0,4,4,3,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.0,4,4,4.0,4,4,4,4,4,4,4,4,86,11,1,2,1,1
312,Ingeniería Civil Plan Común,4,4,0,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,94,11,1,2,0,1
313,Ingeniería Civil Eléctrica,1,0,1,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,0,0,4,4,4,3,4,4,1,1.0,4,4,0.0,4,4,4,4,0,4,4,4,43,4,1,2,0,0
314,Ingeniería Civil Metalúrgica,2,0,0,4,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,0,4,0,4,4,4,4,4,1,1,1.0,4,3,4.0,4,4,4,4,4,4,4,4,26,10,0,2,0,0
315,Ingeniería Civil Plan Común,4,1,1,4,4,2,3,4,3,4,1,1,4,4,0,4,4,0,4,0,4,4,0,4,4,4,4,4,1,3.0,4,4,4.0,4,4,4,4,4,0,4,4,68,11,1,2,0,1
316,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,3,4,1,4,4,3,1,0,0,4,0,4,0,4,4,4,0,4,4,4,4,4,0,4.0,4,4,4.0,0,0,4,0,0,0,4,4,77,10,1,2,0,1
317,Ingeniería Civil Plan Común,4,4,0,0,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,97,11,1,2,1,1
318,Ingeniería Civil Metalúrgica,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,83,10,1,2,0,1
319,Ingeniería Civil Plan Común,4,1,0,4,4,3,3,4,3,4,2,3,4,4,0,4,4,0,4,0,0,0,0,4,4,4,4,0,0,1.0,1,0,0.0,0,4,0,4,0,0,0,0,56,11,1,2,0,1
320,Ingeniería Civil Eléctrica,4,1,0,4,4,4,4,4,4,4,2,4,4,4,4,0,4,4,4,4,1,4,4,4,4,4,4,0,0,4.0,0,0,0.0,4,4,4,4,4,4,4,4,66,4,1,2,0,1
321,Ingeniería Civil Plan Común,4,2,0,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,0,4.0,4,4,4,4,4,4,4,4,73,11,1,2,0,1
322,Ingeniería Civil Plan Común,1,0,0,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,0,4,4,4,4,4,0,0,0,0.0,0,0,0.0,4,4,4,4,4,4,4,4,23,11,1,2,0,0
323,Ingeniería Civil Metalúrgica,4,1,0,0,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,0,0,4,0,4,4,4,4,4,4,4.0,4,0,4.0,0,0,0,0,0,0,0,0,69,10,1,2,0,1
324,Ingeniería Civil Plan Común,3,1,2,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,0,4,4,4,4,4,4,4,4,4,3.0,0,0,4.0,0,4,4,4,4,0,4,4,60,11,1,2,0,1
325,Ingeniería Civil Informática,4,0,0,4,4,4,4,4,3,4,4,0,0,0,4,0,0,0,0,0,4,0,0,4,0,4,4,0,4,3.0,0,0,0.0,0,4,4,0,0,4,0,4,46,7,1,2,0,0
326,Ingeniería Civil Metalúrgica,4,1,0,4,4,4,4,4,1,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4.0,4,4,1.0,4,0,4,4,4,4,0,4,74,10,1,2,0,1
327,Ingeniería Civil Plan Común,4,1,0,4,4,3,4,4,3,4,4,4,4,0,0,4,4,0,4,0,4,4,0,4,4,4,4,0,1,4.0,2,4,1.0,0,0,0,4,4,0,0,0,65,11,1,2,0,1
328,Ingeniería Civil Metalúrgica,4,1,0,4,4,2,4,4,1,0,4,4,0,4,4,4,0,0,0,0,0,0,4,4,4,4,4,4,4,3.0,0,4,0.0,0,0,4,4,4,4,4,0,66,10,1,2,0,1
329,Ingeniería Civil Metalúrgica,4,1,4,4,4,4,4,4,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,95,10,1,2,0,1
330,Ingeniería Civil Plan Común,4,4,0,4,4,4,3,4,1,4,0,4,4,4,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,3.0,4,4,4.0,4,4,4,4,4,4,4,4,80,11,1,2,0,1
332,Ingeniería Civil Plan Común,1,4,4,4,1,4,4,4,4,0,0,4,4,4,0,3,3,0,0,0,0,4,4,4,4,4,4,0,0,1.0,1,0,4.0,0,0,0,0,0,0,0,0,63,11,1,2,0,1
333,Ingeniería Civil Matemática,4,4,0,4,4,2,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4.0,4,4,4.0,4,4,4,4,4,4,4,4,80,8,1,2,1,1
334,Ingeniería Civil Plan Común,1,1,0,4,4,4,4,4,0,4,2,3,3,4,4,0,0,0,0,0,2,0,4,4,4,4,4,0,4,4.0,0,2,0.0,4,4,0,0,4,4,4,0,18,11,1,2,0,0
335,Ingeniería Civil Plan Común,4,1,0,4,4,4,4,4,1,4,4,4,4,4,0,0,4,0,0,0,0,4,0,4,4,1,3,0,4,4.0,4,3,1.0,0,4,4,4,4,4,4,4,59,11,1,2,0,1
336,Ingeniería Civil Plan Común,4,2,0,4,4,4,4,4,1,4,4,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.0,0,0,0.0,0,0,0,0,0,0,0,0,44,11,1,2,0,0
337,Ingeniería Civil Eléctrica,1,2,1,4,4,4,4,4,3,4,0,4,4,4,0,4,0,4,4,0,0,0,0,4,4,0,4,0,0,4.0,0,0,0.0,4,4,4,0,4,4,4,4,38,4,1,2,0,0
339,Ingeniería Civil Informática,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,3,4.0,4,4,4,0,4,4,4,4,93,7,1,2,0,1
340,Ingeniería Civil Metalúrgica,4,0,0,0,4,4,4,4,3,4,4,3,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4.0,4,0,0.0,4,4,4,4,0,4,4,4,50,10,1,2,0,0
341,Ingeniería Civil Metalúrgica,4,4,0,0,3,4,4,4,1,4,4,1,1,0,4,4,4,4,4,4,4,0,0,4,4,1,4,0,4,0.0,0,4,0.0,4,0,4,0,4,4,4,0,78,10,1,2,0,1
342,Ingeniería Civil Eléctrica,1,3,2,4,4,4,4,4,4,1,2,3,0,4,0,4,4,4,4,0,4,0,0,4,4,4,4,0,4,4.0,4,0,0.0,4,4,4,4,4,4,4,4,65,4,1,2,0,1
343,Ingeniería Civil Plan Común,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,96,11,2,2,0,1
344,Ingeniería Civil Plan Común,1,4,0,4,3,4,3,4,1,4,1,1,1,4,4,0,4,4,4,0,4,4,0,4,4,4,4,4,4,4.0,0,4,0.0,4,4,4,4,4,4,4,4,64,11,1,2,0,1
345,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,3,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,95,11,2,2,0,1
347,Ingeniería Civil Plan Común,4,4,0,4,4,3,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,93,11,1,2,0,1
348,Ingeniería Civil Metalúrgica,4,1,0,0,1,4,1,4,1,4,4,0,3,0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,3,0.0,0,1,0.0,0,0,0,0,0,0,0,0,52,10,1,2,0,0
349,Ingeniería Civil Plan Común,4,2,0,4,4,4,4,4,3,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,85,11,2,2,0,1
350,Ingeniería Civil Informática,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,0,4,4,0,0,96,7,1,2,0,1
351,Ingeniería Civil Eléctrica,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,1,1.0,2,0,0.0,4,4,4,4,4,4,4,4,71,4,1,2,0,1
352,Ingeniería Civil Plan Común,4,4,0,0,4,2,4,3,0,4,4,3,4,4,0,4,0,0,0,4,0,0,4,0,0,4,1,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,61,11,1,2,0,1
353,Ingeniería Civil Plan Común,4,4,0,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,92,11,2,2,1,1
354,Ingeniería Civil Eléctrica,4,4,0,4,4,2,3,4,0,4,4,4,4,4,4,4,0,4,4,4,0,4,4,4,4,4,4,4,4,4.0,4,4,4.0,0,4,4,4,4,4,4,4,95,4,1,2,0,1
355,Ingeniería Civil Eléctrica,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,99,4,1,2,0,1
356,Ingeniería Civil Metalúrgica,4,4,0,4,0,4,1,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4.0,0,4,0.0,4,4,4,4,0,4,4,0,79,10,1,2,1,1
357,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,93,11,2,2,0,1
358,Ingeniería Civil Metalúrgica,4,4,0,4,4,4,3,4,3,4,4,4,4,4,0,4,0,0,4,4,4,0,4,4,4,2,4,4,4,1.0,4,2,1.0,0,4,0,4,4,4,0,4,80,10,1,2,0,1
359,Ingeniería Civil Metalúrgica,4,4,0,4,4,2,4,4,1,4,4,4,3,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,2.0,0,4,0.0,4,4,4,4,0,4,4,4,76,10,1,2,0,1
361,Ingeniería Civil Informática,4,4,0,4,4,4,4,4,1,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4.0,3,4,3.0,4,4,0,0,0,4,4,4,76,7,1,2,1,1
362,Ingeniería Civil Plan Común,4,4,0,0,4,3,4,4,3,4,4,3,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,0,4.0,4,4,4.0,4,4,4,0,4,4,4,4,79,11,1,2,0,1
363,Ingeniería Civil Eléctrica,1,4,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4.0,4,4,0.0,4,4,4,4,4,4,4,4,43,4,1,2,0,0
364,Ingeniería Civil Plan Común,4,4,0,4,4,0,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4.0,4,4,4.0,4,4,4,0,4,4,4,4,85,11,1,2,0,1
365,Ingeniería Civil Plan Común,1,0,0,4,3,4,4,4,4,0,0,4,4,4,4,4,4,4,4,0,4,4,0,4,4,0,0,0,4,0.0,0,0,0.0,4,0,4,4,0,0,4,4,10,11,1,2,1,0
366,Ingeniería Civil Informática,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,98,7,1,2,1,1
367,Ingeniería Civil Plan Común,4,2,0,4,4,4,3,4,1,1,4,3,4,4,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,0,81,11,1,2,0,1
368,Ingeniería Civil Plan Común,2,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,0,4,0,4,4,4,4,4,4,4,3.0,4,4,4.0,4,4,4,4,4,4,4,4,86,11,1,2,0,1
369,Ingeniería Civil Plan Común,4,4,0,4,4,4,4,4,1,4,4,4,4,0,0,0,0,4,0,4,4,0,4,4,4,4,4,4,4,4.0,4,4,4.0,0,0,0,0,0,0,0,0,89,11,1,2,0,1
370,Ingeniería Civil Plan Común,4,3,0,4,4,4,4,4,4,4,2,4,4,4,0,0,4,4,4,0,4,0,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,0,0,4,4,4,4,82,11,1,2,1,1
371,Ingeniería Civil Plan Común,4,1,2,4,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0.0,0,0,0.0,4,0,4,4,4,4,4,4,70,11,1,2,0,1
372,Ingeniería Civil Plan Común,4,3,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,4.0,4,4,4,4,4,4,4,4,91,11,2,2,0,1
373,Ingeniería Civil Eléctrica,4,4,0,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,4.0,4,4,4.0,0,4,4,4,4,4,4,4,77,4,1,2,0,1
