,Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,Carrera,Campus,Sem,Sexo,Apr
685,Ingeniería Civil Plan Común,96,0,30,100,100,50,80,80,60,100,75,40,100,87,100,100,100,100,100,0,0,100,0,100,87,80,100,100,85,100.0,100,100,0.0,0,100,0,0,0,100,100,0,42,11,0,2,0,0
686,Ingeniería Civil Plan Común,94,0,55,0,100,100,100,80,60,80,100,100,100,100,0,100,0,100,100,78,100,58,100,100,0,100,100,100,100,0.0,0,0,0.0,100,100,100,100,100,0,100,100,72,11,0,2,0,1
687,Ingeniería Civil Metalúrgica,100,20,0,100,100,100,80,100,60,60,25,0,20,100,100,100,100,0,100,0,0,0,0,100,95,100,100,55,100,0.0,0,0,0.0,0,0,100,100,100,0,0,0,58,10,0,2,0,1
688,Ingeniería Civil Plan Común,98,90,0,100,100,100,80,100,40,100,100,100,100,100,100,90,100,100,100,100,100,100,97,100,95,95,92,95,85,92.0,92,90,84.0,0,100,100,100,100,100,100,100,93,11,0,2,0,1
689,Ingeniería Civil Plan Común,70,70,0,100,100,100,80,0,80,100,100,100,100,100,0,100,100,0,0,98,0,100,100,95,100,100,87,95,30,80.0,72,97,55.0,0,0,0,0,0,0,0,0,71,11,0,2,0,1
690,Ingeniería Civil Eléctrica,98,60,0,0,100,100,100,100,60,100,100,40,100,86,0,100,100,100,100,100,100,97,100,100,90,100,92,80,100,40.0,100,80,61.0,100,100,100,100,100,100,100,100,82,4,0,2,0,1
691,Ingeniería Civil Plan Común,51,100,0,0,20,63,60,60,20,80,100,60,40,100,100,100,0,0,100,100,100,100,100,100,100,90,100,75,90,45.0,0,100,92.0,100,100,100,100,100,100,100,100,73,11,0,2,1,1
692,Ingeniería Civil Plan Común,80,100,0,100,100,100,60,80,20,0,100,100,100,100,0,100,0,0,100,0,100,100,0,100,100,100,100,0,100,55.0,0,0,55.0,0,0,0,0,0,0,0,0,77,11,0,2,0,1
693,Ingeniería Civil Metalúrgica,40,0,0,0,0,0,20,100,20,20,0,80,100,0,0,0,55,100,100,100,100,0,100,0,0,0,90,100,90,90.0,0,0,84.0,0,0,0,0,0,0,0,0,20,10,0,2,1,0
694,Ingeniería Civil Metalúrgica,74,70,0,0,100,100,100,80,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,100,100,100,90,92.0,100,100,100.0,100,100,100,100,100,100,100,100,82,10,0,2,0,1
695,Ingeniería Civil Plan Común,80,80,0,0,100,100,0,100,80,100,100,100,0,100,100,94,0,0,98,0,0,0,0,92,95,85,100,100,25,75.0,35,72,54.0,0,0,100,0,0,0,100,0,71,11,0,2,0,1
696,Ingeniería Civil Plan Común,100,70,0,100,100,100,100,100,40,100,75,100,100,100,0,100,100,100,100,100,100,0,100,82,100,100,92,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,89,11,0,2,0,1
697,Ingeniería Civil Metalúrgica,100,100,0,100,100,0,100,100,80,100,0,80,100,100,0,100,64,100,100,91,99,100,100,92,100,100,85,80,100,90.0,100,100,100.0,100,100,100,100,100,100,100,100,93,10,0,2,0,1
699,Ingeniería Civil Plan Común,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,0,0,100,100,100,90,92,100,100,0.0,70,55,0.0,100,0,0,100,100,100,100,100,89,11,0,2,0,1
700,Ingeniería Civil Plan Común,84,20,30,0,0,100,100,0,60,100,100,60,40,100,100,100,100,100,100,100,100,0,0,100,100,90,100,100,100,95.0,0,0,0.0,100,100,100,0,100,100,0,100,61,11,0,2,1,1
701,Ingeniería Civil Plan Común,95,80,0,100,100,100,80,100,60,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,92,90,95,100,100,70.0,90,100,84.0,100,100,100,100,100,100,100,100,89,11,0,2,0,1
702,Ingeniería Civil Plan Común,0,100,15,0,60,100,20,100,100,100,50,100,60,100,100,90,96,99,89,100,86,85,90,100,95,85,76,0,100,60.0,85,12,100.0,100,100,100,100,100,100,100,0,38,11,0,2,1,0
703,Ingeniería Civil Informática,92,85,0,0,20,100,60,80,20,60,50,80,100,100,0,100,74,100,100,100,100,100,100,95,100,100,100,0,100,0.0,0,95,0.0,100,100,100,100,100,100,100,100,77,7,0,2,0,1
704,Ingeniería Civil Plan Común,100,95,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,99,11,0,2,0,1
705,Ingeniería Civil Eléctrica,94,50,0,0,0,100,100,80,80,100,100,100,100,100,0,100,100,100,100,0,0,100,100,84,100,100,100,75,90,55.0,62,100,100.0,0,0,0,0,0,0,0,0,72,4,0,2,0,1
706,Ingeniería Civil Plan Común,98,45,0,0,100,100,80,100,60,100,0,100,100,100,82,78,83,0,83,0,95,88,0,100,100,100,100,100,90,100.0,100,0,100.0,100,100,0,100,0,100,100,100,75,11,0,2,0,1
707,Ingeniería Civil Plan Común,83,45,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,90,100,90.0,72,100,29.0,100,100,100,100,100,100,100,100,79,11,0,2,0,1
708,Ingeniería Civil Eléctrica,63,25,40,100,100,100,100,100,60,80,100,60,100,100,0,100,100,100,100,0,100,100,100,100,47,93,100,35,60,40.0,32,95,45.0,100,100,100,100,100,0,100,100,52,4,0,2,0,0
709,Ingeniería Civil Metalúrgica,96,100,0,0,100,100,0,100,100,100,25,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,100.0,100,100,100.0,100,100,100,100,100,100,100,100,91,10,0,2,0,1
710,Ingeniería Civil Plan Común,100,0,100,100,60,25,40,100,0,60,0,100,0,100,100,100,100,100,100,83,100,0,81,95,90,80,100,30,100,90.0,0,100,100.0,100,0,0,100,100,100,0,0,82,11,0,2,0,1
711,Ingeniería Civil Metalúrgica,86,100,0,0,100,100,80,80,100,100,100,80,100,95,98,0,92,84,98,95,99,100,100,100,100,100,100,100,100,100.0,0,0,100.0,100,100,100,0,100,100,100,100,88,10,0,2,0,1
712,Ingeniería Civil Metalúrgica,96,95,0,100,100,100,0,100,100,80,50,100,100,100,100,100,100,100,49,100,100,100,100,69,95,90,0,80,75,0.0,57,0,0.0,100,100,100,0,0,100,100,100,82,10,0,2,1,1
713,Ingeniería Civil Metalúrgica,100,40,0,100,60,100,60,100,60,0,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,70,100,90.0,100,100,0.0,100,100,0,100,100,0,100,100,77,10,0,2,0,1
714,Ingeniería Civil Metalúrgica,20,100,0,100,100,100,80,80,20,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,0,95,100,0.0,0,0,0.0,0,100,100,100,100,100,100,100,62,10,0,2,1,1
715,Ingeniería Civil Plan Común,92,60,0,100,100,100,100,100,80,100,100,40,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,85,100,100.0,92,100,85.0,100,100,100,100,100,100,100,100,85,11,0,2,0,1
716,Ingeniería Civil Plan Común,80,30,0,100,100,100,80,100,100,100,100,100,100,0,0,100,72,99,100,97,0,95,96,100,100,100,79,100,90,80.0,90,100,92.0,100,100,100,100,100,100,100,0,73,11,0,2,0,1
717,Ingeniería Civil Metalúrgica,100,70,0,100,100,100,100,40,20,100,0,100,0,100,100,0,100,100,100,100,0,94,0,100,80,100,100,100,100,75.0,85,100,60.0,100,100,100,100,0,100,100,100,82,10,0,2,0,1
718,Ingeniería Civil Plan Común,100,95,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87,100,0,100,100,95.0,100,100,100.0,100,100,100,100,100,100,100,100,97,11,0,2,0,1
719,Ingeniería Civil Plan Común,86,85,0,100,100,75,40,100,20,100,100,80,100,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,90.0,100,100,100.0,100,100,100,100,100,100,100,100,89,11,0,2,0,1
720,Ingeniería Civil Informática,82,15,55,100,100,50,20,60,60,60,75,100,0,100,0,100,94,0,100,94,100,100,97,100,100,90,90,100,60,70.0,82,0,0.0,0,100,100,100,100,0,100,100,69,7,0,2,0,1
721,Ingeniería Civil Metalúrgica,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,6,10,0,2,1,0
722,Ingeniería Civil Plan Común,83,75,0,0,100,100,60,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,90,59.0,100,100,100,0,0,100,100,100,84,11,0,2,1,1
723,Ingeniería Civil Plan Común,100,40,0,100,100,100,100,100,40,100,75,100,100,100,100,100,100,100,100,98,100,100,86,100,100,100,92,100,100,0.0,100,0,0.0,100,0,100,100,100,100,100,0,76,11,0,2,0,1
724,Ingeniería Civil Plan Común,48,60,70,100,100,100,80,100,40,80,100,0,100,100,0,100,100,100,100,100,0,0,100,100,100,100,0,0,100,80.0,0,100,0.0,100,100,100,100,100,100,100,100,63,11,0,2,0,1
725,Ingeniería Civil Plan Común,93,0,0,100,100,75,80,100,80,100,0,100,100,100,0,100,0,0,100,89,0,100,0,100,100,100,90,95,90,75.0,100,100,45.0,0,100,100,100,100,100,100,0,47,11,0,2,0,0
726,Ingeniería Civil Plan Común,100,15,0,0,60,100,40,100,100,100,100,100,100,100,0,0,85,100,100,0,100,97,0,0,85,73,100,95,45,100.0,100,45,0.0,100,100,100,100,100,100,100,100,66,11,0,2,0,1
727,Ingeniería Civil Plan Común,98,90,0,100,100,100,100,100,100,100,25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,0,100.0,100,100,100.0,100,100,100,100,100,100,100,100,85,11,0,2,0,1
728,Ingeniería Civil Plan Común,78,100,0,100,60,100,80,100,80,100,100,100,100,72,0,100,100,100,100,100,100,98,100,92,100,90,100,100,90,100.0,100,100,85.0,100,100,100,0,100,100,0,100,90,11,0,2,0,1
729,Ingeniería Civil Metalúrgica,91,0,0,100,100,100,100,100,40,80,100,60,40,100,100,100,100,100,100,70,0,0,0,92,100,100,100,100,100,0.0,90,100,0.0,100,100,0,100,100,100,100,100,46,10,0,2,0,0
730,Ingeniería Civil Plan Común,19,0,0,100,100,100,80,80,80,100,75,60,100,100,100,100,100,100,100,100,100,100,100,87,100,90,100,0,0,77.0,52,45,57.0,100,100,100,100,100,100,100,100,10,11,0,2,0,0
731,Ingeniería Civil Informática,76,70,0,100,60,50,80,100,100,80,75,60,100,100,100,100,87,98,100,0,78,47,53,95,100,0,100,100,100,100.0,100,100,100.0,100,100,100,100,0,100,0,0,78,7,0,2,0,1
732,Ingeniería Civil Metalúrgica,95,45,0,100,40,100,100,100,40,100,100,60,100,100,100,0,100,100,100,100,100,100,100,100,100,90,100,100,75,75.0,100,0,0.0,100,100,100,100,100,100,100,100,76,10,0,2,0,1
733,Ingeniería Civil Plan Común,100,95,0,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,99,11,0,2,1,1
734,Ingeniería Civil Plan Común,50,0,0,100,20,100,100,100,100,60,75,100,100,100,0,100,80,100,100,100,100,0,0,100,95,100,100,0,60,0.0,0,0,0.0,0,0,0,0,0,0,0,0,25,11,0,2,0,0
735,Ingeniería Civil Informática,100,90,0,100,0,100,100,100,0,100,75,40,0,100,0,100,100,0,0,0,0,0,0,92,100,100,100,100,90,0.0,100,100,90.0,100,0,100,100,100,100,100,100,83,7,0,2,0,1
736,Ingeniería Civil Eléctrica,100,100,0,100,40,100,80,60,20,100,50,80,60,100,100,0,100,100,100,100,100,100,100,100,25,100,90,80,100,45.0,100,90,62.0,100,0,100,100,100,100,100,100,89,4,0,2,0,1
737,Ingeniería Civil Plan Común,70,80,0,100,100,75,100,100,100,100,100,60,100,100,100,100,100,100,0,100,100,100,100,92,60,83,82,95,100,95.0,100,100,100.0,100,100,100,100,100,100,100,100,84,11,0,2,0,1
738,Ingeniería Civil Plan Común,92,60,0,100,100,100,100,80,40,100,100,0,100,0,100,83,100,100,100,100,100,100,100,100,100,100,0,0,100,100.0,100,100,100.0,0,0,0,0,0,0,0,0,67,11,0,2,0,1
739,Ingeniería Civil Plan Común,100,95,0,0,60,0,80,40,0,0,0,0,0,0,100,100,88,57,74,57,95,47,99,0,72,35,80,100,0,100.0,100,100,100.0,0,0,0,0,0,0,0,0,72,11,0,2,1,1
740,Ingeniería Civil Metalúrgica,58,95,75,100,100,100,80,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,100,90,100,100,95,75.0,100,100,84.0,100,100,100,100,100,100,100,100,90,10,0,2,1,1
741,Ingeniería Civil Plan Común,72,85,0,100,100,100,80,80,40,80,100,60,40,100,100,100,100,100,100,100,100,100,100,100,90,100,85,80,75,52.0,100,90,55.0,100,100,100,100,100,100,100,100,82,11,0,2,0,1
742,Ingeniería Civil Plan Común,82,0,0,100,100,100,100,100,80,60,25,100,0,100,100,100,100,100,100,0,100,98,0,100,90,100,100,50,0,0.0,0,0,0.0,100,0,100,100,0,100,0,100,41,11,0,2,0,0
743,Ingeniería Civil Plan Común,98,70,0,100,100,50,60,100,100,100,75,100,0,95,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100.0,57,90,0.0,100,100,100,100,100,0,100,100,84,11,0,2,0,1
744,Ingeniería Civil Plan Común,94,0,30,0,0,0,80,0,0,0,0,0,0,0,100,100,100,0,100,0,0,0,0,100,95,100,90,0,0,0.0,0,0,0.0,0,0,0,0,0,100,0,100,44,11,0,2,0,0
745,Ingeniería Civil Plan Común,100,0,60,100,60,50,0,100,80,0,0,60,0,100,0,84,100,100,100,100,100,0,0,80,100,90,92,100,0,0.0,0,0,95.0,100,100,100,100,100,100,0,100,62,11,0,2,0,1
746,Ingeniería Civil Plan Común,89,55,0,100,100,50,100,100,40,80,100,100,100,100,100,100,100,100,100,100,100,0,0,100,79,100,100,55,80,100.0,90,0,67.0,100,100,100,100,0,100,100,100,77,11,0,2,1,1
747,Ingeniería Civil Plan Común,87,40,0,100,100,100,20,80,20,80,50,100,100,100,0,100,100,100,100,100,100,100,100,92,100,90,100,80,0,30.0,0,82,84.0,100,100,100,0,100,100,100,100,69,11,0,2,0,1
748,Ingeniería Civil Metalúrgica,100,85,0,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,0,0,0,0,82,100,100,84,85,80,90.0,100,100,61.0,0,0,100,100,100,100,100,0,90,10,0,2,0,1
749,Ingeniería Civil Metalúrgica,92,70,0,0,100,50,60,100,60,100,25,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75.0,90,100,0.0,100,100,100,100,100,100,100,100,82,10,0,2,1,1
750,Ingeniería Civil Plan Común,100,100,0,0,0,38,80,20,20,0,0,0,0,100,0,0,0,0,66,0,0,0,0,0,0,0,100,100,100,100.0,100,92,100.0,0,0,0,0,0,0,0,0,68,11,0,2,1,1
751,Ingeniería Civil Plan Común,98,85,0,100,100,100,60,0,0,100,100,100,20,100,0,100,0,93,100,0,100,86,91,100,85,83,100,95,80,80.0,0,0,0.0,0,100,100,100,100,0,0,100,79,11,0,2,0,1
752,Ingeniería Civil Plan Común,59,100,0,100,100,100,80,100,40,0,75,80,100,100,100,100,100,100,100,100,100,100,100,100,100,93,100,10,0,40.0,0,0,0.0,0,100,0,100,100,100,100,100,73,11,0,2,0,1
753,Ingeniería Civil Metalúrgica,60,40,90,100,100,50,60,80,0,80,50,100,100,0,0,0,100,100,0,100,100,97,95,100,100,100,100,85,90,0.0,92,100,69.0,100,100,100,100,0,0,0,0,66,10,0,2,1,1
754,Ingeniería Civil Eléctrica,94,80,0,100,100,100,60,80,60,0,100,100,100,81,0,0,0,0,0,0,0,0,0,66,95,100,100,100,0,55.0,0,0,0.0,0,0,0,0,0,0,0,0,70,4,0,2,0,1
755,Ingeniería Civil Metalúrgica,84,65,0,100,100,100,0,100,60,60,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,0,90,100.0,0,100,100,100,0,0,100,0,79,10,0,2,0,1
756,Ingeniería Civil Plan Común,98,90,0,100,100,100,100,100,80,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,96,11,0,2,0,1
757,Ingeniería Civil Plan Común,100,100,0,100,100,100,80,100,100,100,100,100,100,100,0,100,100,0,100,100,100,100,100,100,95,100,100,100,100,100.0,100,100,100.0,0,0,0,0,0,0,0,0,94,11,0,2,0,1
758,Ingeniería Civil Eléctrica,31,0,0,0,60,0,0,20,0,0,0,0,0,90,0,0,100,0,0,0,0,100,0,65,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,16,4,0,2,0,0
759,Ingeniería Civil Metalúrgica,100,20,0,100,100,100,60,100,40,80,100,0,100,100,100,100,96,0,100,0,0,0,0,100,100,100,100,80,100,100.0,0,100,0.0,0,100,100,0,0,0,100,100,66,10,0,2,1,1
760,Ingeniería Civil Plan Común,100,95,0,100,100,88,80,100,40,100,100,100,100,87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95.0,100,100,100.0,100,100,100,100,100,100,100,100,97,11,0,2,0,1
761,Ingeniería Civil Plan Común,86,100,0,100,100,100,100,80,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,100,100,100,100,100,100.0,100,100,92.0,100,100,100,100,100,100,100,100,95,11,0,2,1,1
762,Ingeniería Civil Metalúrgica,100,100,0,100,100,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,100,10,0,2,1,1
763,Ingeniería Civil Metalúrgica,87,20,60,100,0,100,80,100,100,100,75,100,100,100,100,100,100,100,100,100,100,100,100,92,95,100,100,0,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,82,10,0,2,0,1
764,Ingeniería Civil Plan Común,100,0,15,100,100,50,100,100,40,100,100,100,60,100,0,0,100,0,100,0,98,0,0,100,100,90,92,100,100,0.0,90,87,100.0,100,0,0,100,0,100,100,100,38,11,0,2,0,0
765,Ingeniería Civil Metalúrgica,47,60,60,0,0,100,0,80,20,100,75,80,0,100,0,100,100,100,0,0,0,0,0,100,95,93,100,60,0,10.0,80,100,100.0,0,0,0,0,0,0,0,0,56,10,0,2,0,1
766,Ingeniería Civil Plan Común,95,100,0,100,100,100,100,100,60,100,50,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,0,95.0,92,100,92.0,100,100,100,100,100,100,100,100,86,11,0,2,0,1
767,Ingeniería Civil Eléctrica,73,90,0,100,100,100,100,60,60,100,0,20,0,100,100,100,0,0,100,100,0,0,0,100,100,100,100,100,100,100.0,100,92,100.0,100,0,100,0,0,100,100,100,79,4,0,2,0,1
768,Ingeniería Civil Plan Común,23,55,50,100,60,38,40,40,60,100,100,60,60,100,0,100,100,80,100,100,100,100,100,100,95,100,100,10,0,65.0,92,100,100.0,0,100,0,0,0,100,100,0,53,11,0,2,0,0
769,Ingeniería Civil Plan Común,100,100,0,100,100,100,100,100,20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92,100,100,100,100,100,90.0,100,100,100.0,100,100,0,100,100,100,100,100,97,11,0,2,0,1
770,Ingeniería Civil Plan Común,43,95,0,100,100,100,0,100,40,0,100,80,100,100,0,0,0,100,0,0,100,92,100,100,100,100,92,100,0,100.0,0,90,0.0,100,100,100,100,0,100,100,100,63,11,0,2,0,1
771,Ingeniería Civil Plan Común,100,95,0,100,100,100,60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,98,11,0,2,0,1
772,Ingeniería Civil Plan Común,33,0,0,100,100,100,60,0,20,0,0,0,0,100,93,90,92,87,88,88,100,88,0,95,100,100,0,15,90,100.0,0,0,0.0,0,0,0,0,0,0,0,0,17,11,0,2,0,0
773,Ingeniería Civil Plan Común,20,0,0,100,100,88,0,80,60,80,0,0,0,100,0,100,95,100,100,0,0,0,0,100,95,73,80,0,80,0.0,0,0,0.0,0,100,0,0,0,100,0,100,10,11,0,2,1,0
774,Ingeniería Civil Plan Común,55,0,20,0,100,100,40,100,40,0,0,100,60,100,100,100,100,100,100,100,100,100,100,76,100,100,100,0,80,100.0,0,80,0.0,100,100,100,100,100,100,100,100,38,11,0,2,0,0
775,Ingeniería Civil Plan Común,26,0,0,0,20,100,80,0,60,100,0,80,0,0,0,95,100,100,98,95,100,100,100,100,82,83,60,0,0,30.0,0,0,0.0,100,100,100,100,100,100,100,100,13,11,0,2,0,0
776,Ingeniería Civil Eléctrica,93,90,85,100,100,25,100,40,80,100,75,40,100,100,100,100,100,100,100,100,100,100,100,100,87,85,84,60,90,60.0,100,95,95.0,100,100,100,100,100,100,100,100,72,4,0,2,0,1
777,Ingeniería Civil Plan Común,31,100,0,0,20,50,0,0,80,60,100,100,100,0,100,100,0,0,0,0,100,0,0,85,80,0,0,0,100,100.0,92,65,0.0,0,0,0,0,0,0,0,0,55,11,0,2,0,1
778,Ingeniería Civil Plan Común,50,50,0,0,100,100,100,80,100,100,100,100,100,100,0,100,100,100,100,100,100,97,100,100,100,100,0,0,0,0.0,0,100,0.0,100,100,100,100,100,100,100,100,50,11,0,2,0,0
779,Ingeniería Civil Plan Común,100,35,0,100,60,100,80,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90.0,100,100,62.0,100,100,0,100,100,100,100,100,81,11,0,2,0,1
780,Ingeniería Civil Plan Común,100,10,50,100,100,100,60,0,80,60,25,80,100,90,100,0,0,0,0,0,0,0,0,92,92,90,87,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,60,11,0,2,0,1
782,Ingeniería Civil Eléctrica,51,75,0,0,100,100,60,80,60,60,50,60,100,0,0,100,100,100,100,100,100,100,100,100,87,100,0,100,100,100.0,100,92,100.0,100,100,100,100,100,100,100,100,72,4,0,2,0,1
783,Ingeniería Civil Plan Común,94,0,100,0,0,100,60,100,60,0,0,60,100,0,0,0,100,0,100,100,100,100,100,0,100,100,100,100,100,70.0,0,100,0.0,0,0,0,0,0,0,0,0,78,11,0,2,0,1
784,Ingeniería Civil Eléctrica,100,40,0,100,100,100,100,100,40,80,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,92,100.0,100,100,100,100,100,100,100,100,83,4,0,2,1,1
785,Ingeniería Civil Plan Común,100,100,0,100,100,100,80,100,40,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,90.0,100,100,100.0,100,100,100,100,100,100,100,100,98,11,0,2,1,1
786,Ingeniería Civil Plan Común,100,95,0,0,100,100,80,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100.0,100,90,100.0,100,100,100,100,100,100,100,100,96,11,0,2,0,1
787,Ingeniería Civil Metalúrgica,94,90,0,0,100,100,100,100,40,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,90,100,85.0,100,100,100.0,100,100,100,0,100,100,100,100,91,10,0,2,0,1
788,Ingeniería Civil Eléctrica,82,90,0,0,100,100,80,100,40,100,50,60,100,100,0,100,100,100,0,0,100,0,0,92,100,90,0,85,100,80.0,92,100,0.0,0,100,100,100,100,100,0,100,79,4,0,2,0,1
789,Ingeniería Civil Plan Común,76,30,0,100,100,75,100,100,60,80,100,100,100,100,100,100,100,0,100,0,100,0,100,86,95,100,82,40,0,85.0,0,100,0.0,100,100,100,0,100,100,0,100,53,11,0,2,0,0
790,Ingeniería Civil Metalúrgica,41,30,35,0,60,0,80,80,40,80,50,60,100,100,100,100,91,100,100,100,100,100,100,92,90,100,100,55,75,85.0,59,39,0.0,0,0,0,0,0,0,0,0,38,10,0,2,1,0
791,Ingeniería Civil Metalúrgica,96,100,0,100,100,100,40,40,60,100,100,100,100,100,100,100,96,100,100,100,100,100,100,100,100,100,100,100,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,96,10,0,2,0,1
792,Ingeniería Civil Plan Común,74,65,0,100,100,100,60,20,20,100,75,100,60,100,100,100,100,100,100,100,100,100,100,92,95,100,100,100,100,100.0,92,100,77.0,100,100,100,100,100,100,100,100,79,11,0,2,0,1
793,Ingeniería Civil Plan Común,100,100,0,100,100,100,80,100,100,100,100,100,100,100,0,100,0,100,100,100,100,100,100,100,100,100,100,100,90,100.0,92,100,95.0,100,100,100,100,100,100,100,100,98,11,0,2,0,1
794,Ingeniería Civil Plan Común,62,0,100,0,100,0,60,0,80,0,75,40,100,100,0,100,100,100,0,0,100,0,100,0,95,100,90,60,50,0.0,0,22,0.0,100,100,0,0,100,0,100,0,64,11,0,2,0,1
795,Ingeniería Civil Informática,100,100,0,0,100,0,100,80,0,100,100,100,100,100,0,0,100,100,100,100,100,100,100,100,100,90,100,95,100,95.0,100,90,100.0,0,100,100,100,100,100,100,100,91,7,0,2,0,1
796,Ingeniería Civil Informática,75,100,0,100,0,50,100,0,60,0,75,100,60,100,89,94,0,99,100,97,0,0,83,100,80,100,100,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,66,7,0,2,0,1
797,Ingeniería Civil Plan Común,71,45,0,100,100,100,100,100,40,60,75,100,100,100,0,79,66,0,87,82,100,94,94,100,100,90,100,0,80,70.0,60,80,0.0,100,100,100,100,100,100,100,100,62,11,0,2,0,1
798,Ingeniería Civil Plan Común,75,45,0,100,100,100,60,100,60,100,75,20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,85,100,70.0,90,85,0.0,100,100,100,100,100,100,100,100,73,11,0,2,1,1
799,Ingeniería Civil Plan Común,73,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,95,100,90,90.0,82,100,0.0,100,100,100,100,100,100,100,100,91,11,0,2,1,1
800,Ingeniería Civil Plan Común,87,0,0,100,20,100,80,100,100,80,50,0,100,0,0,0,0,0,100,0,100,0,0,0,70,0,100,0,0,0.0,0,0,0.0,0,0,100,0,0,0,0,0,44,11,0,2,1,0
801,Ingeniería Civil Informática,35,25,95,100,0,100,60,80,40,100,100,80,20,100,0,100,100,100,100,100,100,100,100,100,100,100,100,90,0,0.0,0,100,0.0,100,0,100,0,0,100,0,100,67,7,0,2,0,1
802,Ingeniería Civil Plan Común,65,65,0,0,100,50,100,100,100,100,0,100,100,100,0,100,100,100,100,100,99,92,100,100,77,65,100,100,90,60.0,100,100,56.0,100,100,100,100,100,100,100,0,73,11,0,2,0,1
803,Ingeniería Civil Plan Común,80,80,0,100,100,50,80,100,80,100,100,100,100,100,100,100,87,100,100,98,100,100,100,100,100,90,100,100,90,82.0,100,92,55.0,100,100,100,100,100,100,100,100,86,11,0,2,0,1
804,Ingeniería Civil Plan Común,98,95,0,100,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,90,100,90,100,100.0,100,100,100.0,100,100,100,100,100,100,100,100,97,11,0,2,1,1
805,Ingeniería Civil Eléctrica,95,0,35,0,0,50,0,80,20,100,75,100,0,100,0,0,100,100,97,98,0,0,0,90,0,90,0,100,60,80.0,0,0,0.0,0,0,0,0,0,0,0,0,52,4,0,2,0,0
