Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,SM9,SM10,Carrera,Campus,Sexo,Sem,Apr
Ingeniería Civil Informática,20,60,70,10,10,10,8,10,10,8,10,2,10,100,100,100,100,-,100,100,100,-,100,95,100,100,100,100,100,100,100,100,-,,,,,,,,,76,0,0,7,0,0,1,1
Ingeniería Civil,100,100,-,10,10,10,10,10,6,10,5,4,10,82,-,95,-,93,95,-,96,94,93,80,100,100,100,85,100,0,90,70,100,,,,,,,,,89,0,0,1,0,0,1,1
Ingeniería Civil Mecánica,28,60,5,0,10,10,6,5,4,1.67,10,-,10,87,100,100,100,100,100,-,100,56,100,95,100,80,100,100,95,100,100,100,100,,,,,,,,,33,0,0,9,0,0,1,0
Ingeniería Civil Informática,93,95,-,10,10,10,6,10,10,10,10,8,10,100,100,100,100,100,100,100,100,0,100,95,100,100,90,100,100,100,100,100,100,,,,,,,,,95,0,0,7,0,0,1,1
Ingeniería Civil Metalúrgica,65,0,60,10,10,10,8,10,8,8.33,10,2,-,100,100,-,100,100,100,100,-,98,-,95,100,100,75,100,0,51,0,100,60,,,,,,,,,66,0,0,10,0,1,1,1
Ingeniería Civil Informática,65,50,-,10,10,10,8,5,10,8,8,10,10,83,100,94,71,87,95,-,100,95,92,90,90,80,100,95,100,100,80,70,90,,,,,,,,,72,0,0,7,0,0,1,1
Ingeniería Civil Informática,55,100,-,10,4,0,8,5,10,10,10,2,10,100,100,100,100,100,100,100,100,100,100,30,100,75,100,100,100,100,100,100,100,,,,,,,,,81,0,0,7,0,0,1,1
Ingeniería Civil Informática,46,55,92,10,10,10,8,10,4,10,10,6,10,90,94,89,84,76,50,91,95,89,90,90,100,100,100,100,100,100,100,100,100,,,,,,,,,83,0,0,7,0,0,1,1
Construcción Civil,46,55,0,10,6,10,8,10,10,8,8,0,-,100,100,-,100,100,100,0,100,100,-,90,100,0,100,100,25,55,100,-,-,,,,,,,,,51,0,0,0,0,0,1,0
Ingeniería Civil Informática,-,100,-,10,10,10,6,10,10,10,8,4,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,50,0,0,7,0,0,1,0
Ingeniería Civil Informática,2,100,-,10,10,-,-,-,-,6.67,7.5,-,6,100,100,100,-,92,-,-,-,38,-,90,0,0,0,0,0,0,0,0,-,,,,,,,,,51,0,0,7,0,0,1,0
Ingeniería Civil Informática,20,60,-,10,2,10,8,10,6,8,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,0,100,100,100,0,,,,,,,,,40,0,0,7,0,0,1,0
Ingeniería Civil Ambiental,60,80,-,10,10,10,6,7.5,4,10,10,6,10,100,100,100,100,100,100,100,100,100,100,75,100,95,100,95,0,0,100,15,40,,,,,,,,,74,0,0,2,0,1,1,1
Ingeniería Civil Informática,35,90,-,10,10,10,6,2.5,6,-,10,0,10,100,94,94,75,96,97,89,80,0,82,95,100,100,100,100,90,100,100,95,100,,,,,,,,,73,0,0,7,0,0,1,1
Construcción Civil,69,95,-,10,10,10,10,10,10,10,10,6,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,,,,,,,,,90,0,0,0,0,1,1,1
Ingeniería Civil Informática,83,100,-,10,6,10,10,10,8,10,10,6,10,100,100,100,100,100,-,100,100,100,-,90,100,100,100,100,100,100,100,100,90,,,,,,,,,92,0,0,7,0,0,1,1
Ingeniería Civil,70,80,-,10,6,10,8,10,2,10,10,10,10,91,100,100,100,100,100,100,100,-,-,95,100,0,100,100,100,100,100,100,70,,,,,,,,,80,0,0,1,0,1,1,1
Ingeniería Civil Matemática,25,65,80,10,10,10,8,5,10,10,7.5,8,10,100,100,100,100,100,100,100,100,-,100,85,90,100,100,95,-,-,100,100,95,,,,,,,,,76,0,0,8,0,0,1,1
Ingeniería Civil Ambiental,30,75,67,10,10,10,10,7.5,8,10,10,6,10,100,100,100,100,100,100,100,100,100,100,95,100,100,65,100,25,56,100,60,50,,,,,,,,,79,0,0,2,0,1,1,1
Ingeniería Civil Mecánica,26,15,-,10,10,10,8,7.5,4,2,2,4,10,86,100,100,100,100,84,92,100,100,100,60,85,35,65,85,0,-,50,0,0,,,,,,,,,21,0,0,9,0,0,1,0
Ingeniería Civil Informática,63,100,-,10,10,10,6,10,10,10,10,6,10,95,100,100,100,100,100,96,100,86,100,100,100,90,100,100,80,100,100,100,100,,,,,,,,,89,0,0,7,0,0,1,1
Ingeniería Civil Ambiental,-,0,-,0,10,0,4,5,0,-,-,-,-,71,100,100,-,-,-,-,-,-,-,10,0,-,0,0,-,-,-,-,-,,,,,,,,,0,0,0,2,0,0,1,0
Ingeniería Civil,10,55,90,10,10,10,6,7.5,6,6,10,2,10,74,93,95,100,100,100,100,100,-,100,100,100,100,100,100,100,100,100,100,0,,,,,,,,,79,0,0,1,0,0,1,1
Ingeniería Civil Plan Común,19,85,75,0,10,10,8,2.5,10,8.33,8,4,10,100,100,100,100,100,100,100,100,100,100,0,100,75,50,100,25,30,25,-,-,,,,,,,,,71,0,0,11,0,0,1,1
Ingeniería Civil Ambiental,93,60,-,0,4,-,6,10,10,10,10,8,10,96,97,-,64,98,100,100,99,100,100,95,85,100,100,80,100,100,100,100,100,,,,,,,,,77,0,0,2,0,1,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,8,10,4,10,10,6,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,98,0,0,7,0,0,1,1
Ingeniería Civil,43,0,-,10,10,10,10,10,10,8.33,-,-,-,0,-,95,77,84,92,91,-,-,-,100,100,100,100,100,100,-,-,-,-,,,,,,,,,22,0,0,1,0,0,1,0
Ingeniería Civil Mecánica,90,95,-,10,5,10,8,10,4,10,10,10,10,100,100,100,100,100,100,76,100,100,100,100,100,100,100,100,100,95,100,100,100,,,,,,,,,93,0,0,9,0,0,1,1
Ingeniería Civil Matemática,98,95,-,10,10,10,10,10,10,8.33,10,10,10,100,100,100,0,100,100,100,100,100,100,100,95,100,100,100,90,100,100,100,100,,,,,,,,,97,0,0,8,0,0,1,1
Ingeniería Civil Informática,50,100,-,10,10,10,4,7.5,8,8.33,10,6,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,,,,,,,,,84,0,0,7,0,0,1,1
Ingeniería Civil Eléctrica,2,0,-,0,10,0,6,7.5,6,2,2,-,-,71,69,79,49,38,0,-,20,-,-,0,95,100,0,65,0,0,0,0,0,,,,,,,,,1,0,0,4,0,1,1,0
Ingeniería Civil Eléctrica,0,0,-,10,4,0,8,5,-,-,-,-,-,100,-,100,100,98,-,-,-,-,-,100,100,55,95,0,0,0,0,0,0,,,,,,,,,0,0,0,4,0,0,1,0
Ingeniería Civil Mecánica,80,50,-,10,4,10,-,7.5,6,8.33,7.5,10,10,100,-,100,100,-,100,-,-,100,100,100,100,100,100,100,70,100,100,100,100,,,,,,,,,75,0,0,9,0,0,1,1
Ingeniería Civil Informática,41,55,45,0,4,10,2,7.5,8,0,8,4,10,100,100,-,100,100,100,100,100,100,100,100,90,80,95,100,0,0,-,-,-,,,,,,,,,50,0,0,7,0,1,1,0
Ingeniería Civil Matemática,85,80,-,10,10,0,8,10,6,10,10,8,4,100,100,-,100,100,100,-,100,100,100,100,100,100,100,100,70,100,100,100,85,,,,,,,,,85,0,0,8,0,0,1,1
Ingeniería Civil Matemática,53,100,100,10,6,10,4,10,10,10,10,10,10,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,98,0,0,8,0,1,1,1
Ingeniería Civil Mecánica,65,90,-,10,6,10,10,7.5,4,10,10,0,6,100,100,100,100,100,100,100,100,100,100,100,100,70,100,100,100,100,100,70,85,,,,,,,,,82,0,0,9,0,0,1,1
Ingeniería Civil,55,60,-,10,10,10,10,5,4,10,10,10,10,87,76,-,77,77,83,87,100,33,84,100,95,100,100,100,100,100,100,80,0,,,,,,,,,71,0,0,1,0,1,1,1
Ingeniería Civil Electrónica,56,95,-,10,10,10,4,2.5,6,8,8,2,10,100,100,100,100,100,100,0,99,95,-,100,95,95,100,100,70,0,100,100,85,,,,,,,,,76,0,0,5,0,0,1,1
Ingeniería Civil Eléctrica,50,0,-,10,6,10,-,-,4,-,-,-,-,100,100,0,52,0,-,-,-,-,-,0,100,95,100,95,0,0,0,0,0,,,,,,,,,25,0,0,4,0,0,1,0
Ingeniería Civil Plan Común,14,90,100,10,10,10,8,7.5,6,10,10,10,10,95,100,-,0,-,-,-,-,-,-,90,100,80,55,95,30,100,100,100,95,,,,,,,,,84,0,0,11,0,1,1,1
Construcción Civil,0,0,-,0,10,10,4,2.5,4,3.33,-,-,-,-,-,-,-,0,74,94,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,0,0,0,0,0,0,1,0
Ingeniería en Diseño de Productos,83,80,-,10,10,10,8,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,51,100,100,0,,,,,,,,,88,0,0,16,0,1,1,1
Construcción Civil,25,75,-,10,6,0,8,10,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,25,100,10,-,,,,,,,,,50,0,0,0,0,1,1,0
Ingeniería Civil Química,83,0,82,10,-,-,0,0,4,3.33,2.5,-,10,100,-,100,100,-,-,-,-,-,-,-,-,-,-,-,0,0,-,-,-,,,,,,,,,49,0,0,12,0,0,1,0
Ingeniería Civil Informática,88,100,-,10,10,0,10,10,10,-,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,,,,,,,,,93,0,0,7,0,0,1,1
Ingeniería Civil Informática,61,15,100,10,10,10,2,7.5,10,8,7.5,-,-,100,100,100,100,100,100,100,100,100,100,95,100,95,100,100,100,0,65,-,-,,,,,,,,,77,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,5,0,-,0,10,10,8,7.5,6,-,-,-,-,94,89,100,63,41,94,89,-,-,-,100,100,95,-,-,-,-,-,-,-,,,,,,,,,3,0,0,9,0,1,1,0
Ingeniería Civil,18,15,100,10,6,10,4,7.5,6,3.33,2.5,4,6,100,100,100,100,100,0,98,-,94,77,100,100,100,0,100,30,0,55,0,0,,,,,,,,,52,0,0,1,0,0,1,0
Ingeniería Civil Mecánica,18,75,67,10,10,10,10,7.5,10,10,10,8,10,90,-,100,100,100,100,98,100,91,100,90,90,100,100,0,55,100,100,100,100,,,,,,,,,80,0,0,9,0,0,1,1
Construcción Civil,73,0,85,10,10,10,8,10,10,10,10,10,10,100,100,-,100,100,100,100,100,100,100,95,100,0,100,100,100,100,100,100,100,,,,,,,,,53,0,0,0,0,1,1,0
Ingeniería Civil Informática,45,100,-,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,87,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,100,100,-,10,10,10,10,10,0,10,10,10,4,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,97,0,0,9,0,1,1,1
Construcción Civil,96,100,-,10,10,0,10,7.5,4,-,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,-,100,100,80,100,,,,,,,,,91,0,0,0,0,0,1,1
Ingeniería Civil,88,100,-,10,10,0,10,7.5,10,8,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,,,,,,,,,83,0,0,1,0,1,1,1
Construcción Civil,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,1,1,0
Ingeniería Civil Metalúrgica,98,75,-,10,10,10,8,7.5,8,10,10,8,10,0,100,-,89,63,80,72,49,-,-,80,90,80,100,100,100,100,95,50,0,,,,,,,,,76,0,0,10,0,0,1,1
Ingeniería Civil Matemática,8,0,20,10,10,10,8,5,6,6,5,6,4,100,100,-,100,-,100,100,100,98,99,90,70,100,95,10,70,100,100,100,0,,,,,,,,,14,0,0,8,0,0,1,0
Ingeniería Civil Mecánica,95,95,-,10,10,10,8,10,10,10,10,10,10,100,100,100,100,100,100,100,100,-,93,100,100,100,100,90,100,100,100,100,100,,,,,,,,,96,0,0,9,0,0,1,1
Ingeniería Civil Informática,70,0,100,10,10,10,4,10,10,10,10,0,10,100,100,100,100,-,100,100,100,100,100,95,100,100,100,55,100,100,100,100,100,,,,,,,,,73,0,0,7,0,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,0,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,98,0,0,7,0,1,1,1
Construcción Civil,0,65,-,10,10,0,8,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,33,0,0,0,0,0,1,0
Ingeniería Civil,84,60,-,10,10,10,10,10,10,10,10,10,-,81,100,100,100,92,100,74,100,-,0,95,100,100,100,100,100,100,90,85,0,,,,,,,,,80,0,0,1,0,0,1,1
Ingeniería Civil Informática,75,65,-,10,10,10,8,10,8,8.33,2.5,4,10,100,100,100,100,100,100,100,100,56,100,95,100,100,100,100,0,100,100,25,50,,,,,,,,,76,0,0,7,0,0,1,1
Ingeniería Civil Electrónica,-,0,-,-,-,10,2,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,0,0,-,0,0,-,-,-,-,-,,,,,,,,,0,0,0,5,0,0,1,0
Ingeniería Civil,33,45,67,10,10,10,10,10,4,5,10,10,10,95,100,100,100,100,100,100,100,100,100,95,100,100,100,95,0,31,80,0,0,,,,,,,,,67,0,0,1,0,1,1,1
Ingeniería Civil Informática,80,0,100,10,10,10,6,7.5,6,10,10,6,10,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,83,100,100,90,,,,,,,,,76,0,0,7,0,0,1,1
Ingeniería Civil Informática,95,80,-,0,10,10,10,10,10,10,5,2,10,100,100,100,100,100,100,100,100,100,100,95,100,100,5,85,100,100,100,100,90,,,,,,,,,86,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,100,100,-,10,10,10,-,10,10,10,10,-,10,95,90,100,100,98,100,89,94,0,93,100,100,100,100,100,100,100,100,100,100,,,,,,,,,94,0,0,9,0,0,1,1
Ingeniería Civil Matemática,83,75,-,10,10,10,2,7.5,10,10,5,10,10,95,100,-,100,100,100,100,100,100,100,95,100,100,100,90,100,100,100,90,100,,,,,,,,,86,0,0,8,0,0,1,1
Ingeniería Civil,43,85,-,10,6,10,-,7.5,6,10,10,4,10,95,96,100,100,100,100,98,-,100,100,95,100,100,100,100,100,100,100,100,90,,,,,,,,,76,0,0,1,0,1,1,1
Ingeniería Civil,18,45,100,10,6,0,6,7.5,8,6.67,10,2,10,100,100,100,100,100,100,100,100,100,100,95,100,0,0,100,55,0,90,45,0,,,,,,,,,64,0,0,1,0,0,1,1
Ingeniería Civil Matemática,58,70,-,10,10,10,10,10,8,10,10,8,10,92,90,100,100,100,100,100,100,0,100,100,100,100,100,90,60,100,100,100,95,,,,,,,,,80,0,0,8,0,1,1,1
Ingeniería Civil Eléctrica,0,0,-,10,10,10,6,7.5,4,6,-,2,10,100,100,100,100,100,-,100,100,-,99,90,100,100,0,90,0,0,0,0,95,,,,,,,,,0,0,0,4,0,0,1,0
Ingeniería Civil,37,95,-,10,10,10,4,7.5,8,10,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,80,0,0,1,0,1,1,1
Ingeniería Civil,50,55,25,10,4,0,8,7.5,6,0,10,4,10,77,86,95,64,83,71,81,75,91,62,90,50,100,95,95,0,20,100,0,0,,,,,,,,,40,0,0,1,0,0,1,0
Ingeniería Civil,86,100,-,10,10,10,8,7.5,10,10,10,6,10,-,0,-,0,-,100,0,100,-,100,95,100,100,100,100,100,100,100,100,65,,,,,,,,,90,0,0,1,0,0,1,1
Ingeniería Civil Mecánica,50,85,-,0,10,10,8,7.5,8,10,10,8,10,0,90,100,71,96,100,95,96,91,100,100,100,70,100,100,100,100,0,100,25,,,,,,,,,74,0,0,9,0,0,1,1
Ingeniería Civil Industrial,98,0,-,10,-,10,-,7.5,-,0,-,-,-,-,-,100,100,97,100,87,-,100,-,90,100,50,0,80,0,0,0,0,0,,,,,,,,,49,0,0,6,0,0,1,0
Ingeniería Comercial,45,55,100,0,10,0,4,7.5,10,10,7.5,4,10,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,0,100,0,0,,,,,,,,,75,0,0,14,0,0,1,1
Ingeniería Civil Metalúrgica,-,0,-,10,2,0,2,5,6,3.33,0,-,-,100,100,-,-,0,100,79,-,-,-,0,0,-,0,0,-,-,-,-,-,,,,,,,,,0,0,0,10,0,1,1,0
Ingeniería Civil Informática,63,100,-,0,10,10,8,10,4,10,8,-,-,-,-,-,-,-,-,-,-,-,-,95,100,100,100,100,100,100,100,100,95,,,,,,,,,76,0,0,7,0,0,1,1
Ingeniería Civil,40,100,-,10,10,10,4,7.5,6,10,10,8,10,100,-,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,30,,,,,,,,,80,0,0,1,0,0,1,1
Ingeniería Civil Informática,98,100,-,10,10,10,10,10,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,,,,,,,,,99,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,35,85,-,10,10,10,10,7.5,10,10,10,8,10,86,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,85,,,,,,,,,79,0,0,9,0,0,1,1
Ingeniería Civil Informática,53,70,-,0,10,10,6,7.5,10,8,10,2,10,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,30,0,100,100,0,,,,,,,,,70,0,0,7,0,0,1,1
Ingeniería Civil,17,35,-,0,10,10,6,5,6,10,10,0,10,100,-,100,100,100,100,100,100,100,-,95,100,100,100,100,100,100,55,0,0,,,,,,,,,26,0,0,1,0,1,1,0
Ingeniería Civil,51,80,-,0,10,10,8,10,10,10,10,8,10,87,85,95,100,100,100,100,100,100,-,100,100,100,100,100,100,100,100,100,100,,,,,,,,,80,0,0,1,0,1,1,1
Ingeniería Civil Informática,95,80,-,10,-,10,10,10,10,10,7.5,-,10,-,100,100,-,100,-,100,-,-,-,90,100,100,100,100,100,100,100,0,45,,,,,,,,,82,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,9,0,-,0,6,0,2,5,2,1.67,2.5,0,6,100,100,100,-,100,95,-,-,-,-,95,70,85,100,100,-,-,-,-,-,,,,,,,,,5,0,0,9,0,0,1,0
Ingeniería Civil Metalúrgica,53,90,-,10,6,0,6,5,4,4,2.5,4,4,100,100,100,100,100,100,100,-,100,100,80,90,60,95,95,-,100,20,100,100,,,,,,,,,66,0,0,10,0,0,1,1
Ingeniería Civil Matemática,75,85,-,10,2,10,10,10,10,10,10,10,10,100,100,100,-,100,100,100,-,100,100,100,100,100,100,100,100,100,100,85,95,,,,,,,,,86,0,0,8,0,1,1,1
Ingeniería Civil Mecánica,35,95,-,10,4,0,6,7.5,6,5,10,4,10,86,100,95,69,84,83,72,71,86,96,95,100,70,100,100,100,100,100,100,100,,,,,,,,,73,0,0,9,0,0,1,1
Construcción Civil,93,90,-,10,6,10,8,10,10,8.33,10,2,10,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,80,100,,,,,,,,,92,0,0,0,0,0,1,1
Ingeniería Civil Informática,25,75,95,10,6,0,4,2.5,6,3.33,10,8,6,87,73,90,83,74,100,76,90,100,97,50,90,100,100,100,20,51,100,85,10,,,,,,,,,77,0,0,7,0,0,1,1
Ingeniería Civil Informática,45,100,-,0,10,10,6,10,8,10,10,10,10,100,100,100,100,100,100,0,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,83,0,0,7,0,0,1,1
Ingeniería Civil Informática,45,60,100,10,10,10,8,5,8,10,-,2,10,100,100,100,96,100,-,81,100,100,99,100,90,100,100,100,100,100,100,30,100,,,,,,,,,81,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,12,5,-,10,10,0,6,5,4,3.33,0,0,6,90,-,85,76,99,74,97,100,100,100,95,100,55,100,55,40,100,55,0,90,,,,,,,,,9,0,0,9,0,0,1,0
Ingeniería Civil Ambiental,15,15,5,10,10,10,4,7.5,6,0,5,2,10,100,100,100,85,83,100,94,100,100,100,95,100,80,75,95,20,0,55,70,0,,,,,,,,,10,0,0,2,0,1,1,0
Ingeniería Civil Industrial,35,55,35,10,6,10,2,7.5,-,8,10,10,-,83,-,62,54,-,-,-,65,-,-,80,90,90,100,100,20,10,45,75,10,,,,,,,,,45,0,0,6,0,0,1,0
Construcción Civil,30,65,0,10,4,0,8,10,10,10,10,0,-,96,-,-,100,100,100,100,100,-,-,90,100,90,100,100,100,95,100,-,75,,,,,,,,,48,0,0,0,0,0,1,0
Ingeniería Civil Matemática,76,85,-,10,10,10,10,7.5,2,10,10,10,10,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,70,100,100,85,,,,,,,,,88,0,0,8,0,0,1,1
Ingeniería Civil,-,0,57,-,10,10,4,10,8,6,2.5,0,6,-,-,100,-,100,100,-,-,-,-,0,100,100,100,100,-,-,-,-,-,,,,,,,,,29,0,0,1,0,0,1,0
Ingeniería Civil Mecánica,45,85,-,10,10,10,4,10,8,10,10,8,10,0,86,75,77,93,99,89,100,100,100,95,100,100,100,100,100,100,100,100,95,,,,,,,,,79,0,0,9,0,0,1,1
Ingeniería Civil Mecánica,70,100,-,10,10,10,8,10,8,6.67,10,10,10,100,100,100,100,100,100,100,100,100,100,90,100,100,100,95,100,100,100,100,100,,,,,,,,,91,0,0,9,0,0,1,1
Ingeniería Civil Informática,50,100,-,10,10,10,8,7.5,10,10,2.5,4,10,100,100,100,100,100,100,100,100,98,100,95,100,100,100,100,100,100,60,100,90,,,,,,,,,83,0,0,7,0,0,1,1
Construcción Civil,94,95,-,10,10,10,4,10,6,3.33,5,4,4,-,-,-,-,-,-,-,-,-,-,95,100,100,100,100,100,25,90,100,95,,,,,,,,,81,0,0,0,0,0,1,1
Lic. en Ciencias Mención Química,56,100,-,10,10,0,6,10,6,10,10,2,10,100,100,100,100,100,100,98,100,98,100,100,100,100,100,100,100,-,100,100,85,,,,,,,,,82,0,0,19,0,0,1,1
Ingeniería Civil Informática,100,100,-,0,10,10,8,10,6,8.33,5,2,10,100,100,100,100,100,100,100,100,-,100,100,100,100,100,80,100,100,100,100,100,,,,,,,,,93,0,0,7,0,0,1,1
Ingeniería Civil Eléctrica,98,55,-,10,10,10,8,10,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,-,100,100,-,,,,,,,,,83,0,0,4,0,1,1,1
Ingeniería Civil Informática,68,100,-,10,10,10,6,5,8,10,10,8,10,100,100,100,100,100,100,82,100,95,100,95,100,100,100,100,60,100,100,90,100,,,,,,,,,88,0,0,7,0,1,1,1
Ingeniería Civil Informática,70,100,-,10,10,10,6,10,8,10,10,10,10,0,98,100,100,100,100,100,100,100,100,90,90,100,100,95,100,100,100,100,100,,,,,,,,,90,0,0,7,0,0,1,1
Ingeniería Civil Eléctrica,85,60,-,10,10,10,4,5,10,4,7.5,10,10,100,100,100,100,100,100,100,100,100,100,95,95,90,85,90,0,0,60,20,65,,,,,,,,,71,0,0,4,0,0,1,1
Ingeniería Civil Eléctrica,83,90,-,0,10,10,4,10,10,6.67,10,-,10,100,100,100,100,100,100,100,100,98,100,100,100,100,100,-,100,26,100,100,95,,,,,,,,,83,0,0,4,0,0,1,1
Ingeniería Civil Informática,50,85,-,0,10,10,8,10,6,10,10,8,10,100,100,100,100,100,100,100,100,100,100,80,100,100,100,95,100,100,100,100,90,,,,,,,,,80,0,0,7,0,0,1,1
Ingeniería Civil Informática,95,100,-,10,10,10,4,10,10,10,10,4,10,100,0,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,,,,,,,,,95,0,0,7,0,0,1,1
Ingeniería Civil Informática,53,85,-,10,10,10,10,10,6,10,10,6,4,100,100,100,100,100,100,100,75,0,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,80,0,0,7,0,1,1,1
Ingeniería Civil Matemática,98,100,-,10,10,10,10,10,8,10,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,99,0,0,8,0,0,1,1
Ingeniería Civil Metalúrgica,0,25,100,10,6,10,2,7.5,8,8,0,0,6,100,100,100,-,100,100,100,100,100,100,55,80,35,25,60,85,10,35,10,-,,,,,,,,,58,0,0,10,0,0,1,1
Ingeniería Civil Informática,75,100,-,10,10,10,8,10,10,10,8,8,10,100,100,-,0,100,100,0,100,100,100,95,100,100,100,100,100,100,95,100,85,,,,,,,,,91,0,0,7,0,0,1,1
Ingeniería Civil Mecánica,25,90,-,-,6,10,6,7.5,2,-,10,2,10,86,-,89,-,-,-,0,88,92,98,95,100,10,100,100,100,100,100,100,0,,,,,,,,,58,0,0,9,0,0,1,1
Ingeniería Civil Industrial,6,0,-,-,10,10,4,-,-,-,-,-,-,100,96,94,71,-,-,-,-,-,-,0,95,70,0,0,-,-,-,-,-,,,,,,,,,3,0,0,6,0,0,1,0
Ingeniería Civil,69,85,-,10,10,10,6,10,6,10,10,2,-,0,-,-,68,83,84,89,100,-,76,85,95,55,90,95,55,85,90,95,90,,,,,,,,,76,0,0,1,0,0,1,1
Ingeniería Civil Eléctrica,80,75,-,10,10,10,10,10,-,8.33,-,-,-,100,-,100,100,100,100,-,-,-,-,100,100,80,100,95,100,48,100,90,0,,,,,,,,,71,0,0,4,0,0,1,1
Ingeniería Civil Matemática,73,70,-,10,10,0,10,10,8,10,10,10,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,0,,,,,,,,,79,0,0,8,0,1,1,1
Ingeniería Civil Matemática,61,90,-,10,10,10,10,2.5,4,-,2.5,2,-,100,100,100,0,100,97,83,-,81,100,-,-,0,-,-,-,0,100,100,80,,,,,,,,,59,0,0,8,0,0,1,1
Ingeniería Civil Matemática,63,100,-,0,10,10,10,10,8,10,10,10,10,100,100,100,100,100,100,77,-,95,100,95,100,80,100,100,100,100,100,90,100,,,,,,,,,87,0,0,8,0,0,1,1
Ingeniería Civil Matemática,100,100,-,0,10,10,8,10,6,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,97,0,0,8,0,1,1,1
Ingeniería Civil,100,100,-,10,10,10,8,10,4,10,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,98,0,0,1,0,1,1,1
Ingeniería Civil Informática,98,0,95,10,10,10,6,7.5,8,10,8,6,10,100,100,100,0,100,-,0,-,100,-,0,95,100,100,0,100,100,100,100,100,,,,,,,,,73,0,0,7,0,0,1,1
Ingeniería Civil Industrial,35,100,-,10,0,10,10,10,6,10,10,8,-,0,-,100,-,-,-,-,100,95,0,55,100,100,70,80,0,26,90,40,35,,,,,,,,,64,0,0,6,0,1,1,1
Ingeniería Civil Informática,0,0,-,10,4,0,6,10,2,1.67,0,-,-,100,100,100,100,100,100,100,100,-,-,100,90,60,100,95,0,0,0,0,0,,,,,,,,,0,0,0,7,0,0,1,0
