Depto,C1,C2,CR,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,SM1,SM2,SM3,SM4,SM5,SM6,SM7,SM8,NF,SM9,SM10,Carrera,Campus,Sexo,Sem,Apr
Ingeniería Civil Informática,53,0,-,10,0,10,8,5,6,-,2.5,-,-,90,66,83,0,-,0,0,-,60,-,90,100,100,100,100,100,0,20,0,0,,,,,,,,,27,0,0,7,1,0,1,0
Ingeniería Civil,50,65,-,10,10,10,6,7.5,10,10,2.5,2,10,100,100,100,100,100,100,100,100,100,100,100,100,85,100,100,65,100,100,55,-,,,,,,,,,71,0,0,1,1,0,1,1
Ingeniería Civil Informática,70,100,-,10,10,10,10,5,8,10,10,0,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,95,100,100,,,,,,,,,89,0,0,7,1,0,1,1
Ingeniería Civil,0,50,60,10,6,10,10,10,4,8,10,6,10,0,100,100,100,100,100,-,100,97,100,95,100,100,95,0,0,0,0,80,0,,,,,,,,,59,0,0,1,1,0,1,1
Ingeniería Civil Informática,98,50,-,-,10,10,10,10,10,8.33,10,-,10,91,90,93,86,81,74,45,100,91,99,0,100,100,95,100,40,0,100,0,0,,,,,,,,,72,0,0,7,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,8,10,10,10,8,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,100,100,100,100,,,,,,,,,99,0,0,7,1,0,1,1
Ingeniería Civil Informática,75,95,-,10,10,10,10,10,6,10,2.5,6,10,90,100,100,100,100,100,98,100,100,100,95,100,70,95,100,70,100,90,100,100,,,,,,,,,88,0,0,7,1,0,1,1
Ingeniería Civil Informática,73,70,-,10,10,10,7.5,7.5,6,8,7.5,10,4,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,90,,,,,,,,,82,0,0,7,1,1,1,1
Ingeniería Civil Informática,100,60,-,10,-,10,10,7.5,8,10,10,0,10,100,100,100,100,100,-,100,100,-,100,95,100,90,100,100,100,100,100,100,75,,,,,,,,,82,0,0,7,1,0,1,1
Ingeniería Civil Metalúrgica,80,0,100,0,10,0,2.5,5,4,0,2.5,4,4,-,100,-,100,-,78,-,-,-,-,85,-,0,0,80,0,0,100,0,75,,,,,,,,,60,0,0,10,1,1,1,1
Ingeniería Civil Mecánica,10,60,45,10,10,10,8,7.5,-,0,8,6,10,77,84,62,-,74,61,67,-,-,66,95,90,100,95,100,80,0,0,95,0,,,,,,,,,53,0,0,9,1,0,1,0
Ingeniería Civil Informática,100,0,100,10,10,10,10,7.5,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,83,0,0,7,1,0,1,1
Ingeniería Civil Matemática,100,85,-,0,10,10,8,5,8,8,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,92,0,0,8,1,1,1,1
Ingeniería Civil Matemática,49,65,-,0,10,10,7.5,7.5,6,5,7.5,8,10,95,100,100,90,92,100,98,90,100,100,95,100,85,100,100,45,0,95,100,80,,,,,,,,,69,0,0,8,1,0,1,1
Ingeniería Civil Mecánica,50,60,-,0,10,0,8,7.5,2,10,10,0,10,100,100,100,100,100,-,100,100,100,100,95,100,100,100,100,100,0,100,85,100,,,,,,,,,64,0,0,9,1,0,1,1
Ingeniería Civil Matemática,46,0,-,10,6,0,10,7.5,4,4,10,0,10,100,100,-,100,100,100,100,100,100,100,95,100,80,100,100,100,0,100,100,100,,,,,,,,,23,0,0,8,1,0,1,0
Ingeniería Civil Metalúrgica,42,20,82,0,10,10,10,10,8,10,10,6,10,-,100,0,0,-,-,-,-,-,-,95,100,100,100,100,0,0,0,0,0,,,,,,,,,61,0,0,10,1,1,1,1
Ingeniería Civil Informática,40,95,-,10,10,10,10,7.5,6,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,95,100,95,100,100,100,95,100,,,,,,,,,83,0,0,7,1,0,1,1
Ingeniería Civil Informática,38,95,-,0,10,10,10,7.5,2,10,10,4,10,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,100,100,100,100,,,,,,,,,78,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,95,70,-,-,10,10,6,10,6,8.33,5,6,10,100,100,100,100,100,100,0,100,88,100,100,100,95,100,100,100,95,100,90,95,,,,,,,,,84,0,0,9,1,0,1,1
Ingeniería Civil Mecánica,90,50,-,10,4,0,2,2.5,10,10,10,8,10,100,75,54,72,-,0,86,73.75,77,-,95,100,100,75,95,100,100,100,0,75,,,,,,,,,69,0,0,9,1,0,1,1
Ingeniería Civil Mecánica,50,0,-,10,4,10,10,10,10,10,10,4,10,100,100,100,100,100,-,74,100,100,100,100,100,100,100,100,85,0,100,100,0,,,,,,,,,25,0,0,9,1,0,1,0
Ingeniería Civil Matemática,85,90,-,10,10,10,10,10,10,8.33,10,2,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,95,,,,,,,,,92,0,0,8,1,1,1,1
Ingeniería Civil Informática,45,70,-,10,10,0,8,7.5,8,8.33,10,10,10,90,79,93,80,91,75,75,88.75,78,81,95,100,100,100,100,35,100,100,100,100,,,,,,,,,73,0,0,7,1,0,1,1
Ingeniería Civil Informática,65,95,-,10,10,0,10,10,4,10,10,2,10,100,0,100,100,100,100,100,100,100,100,95,100,100,100,95,50,100,85,100,100,,,,,,,,,83,0,0,7,1,0,1,1
Ingeniería Civil,18,75,-,10,6,10,5,7.5,10,6.67,10,0,10,100,100,100,100,100,100,98,100,100,100,90,100,75,100,100,0,5,0,25,0,,,,,,,,,47,0,0,1,1,0,1,0
Ingeniería Civil Mecánica,53,70,-,10,10,10,8,7.5,8,10,10,10,6,91,79,83,83,85,71,85,96.25,97,96,100,100,100,100,100,100,100,100,0,100,,,,,,,,,67,0,0,9,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,10,10,10,10,10,6,4,100,100,100,96,100,100,100,100,100,100,95,100,100,100,100,100,86,100,90,100,,,,,,,,,97,0,0,7,1,1,1,1
Ingeniería Civil Plan Común,20,25,-,0,10,10,0,10,8,10,10,4,0,-,-,100,100,100,-,-,-,-,-,100,100,45,0,0,0,-,-,-,-,,,,,,,,,23,0,0,11,1,1,1,0
Ingeniería Civil Matemática,40,100,-,10,4,10,5,7.5,4,10,10,2,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,,,,,,,,,80,0,0,8,1,1,1,1
Ingeniería Civil Informática,65,80,-,10,10,10,6,10,6,8.33,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,20,90,100,70,-,,,,,,,,,79,0,0,7,1,0,1,1
Ingeniería Civil Informática,90,85,-,10,10,10,10,10,6,10,10,4,10,100,100,100,0,100,100,96,100,100,100,95,90,100,100,100,100,100,100,100,100,,,,,,,,,91,0,0,7,1,1,1,1
Ingeniería Civil Matemática,50,45,62,10,10,10,8,7.5,6,10,10,2,10,100,100,100,-,100,100,100,100,100,100,95,100,75,100,100,100,100,95,80,65,,,,,,,,,73,0,0,8,1,1,1,1
Ingeniería Civil Mecánica,55,65,-,10,10,10,7.5,10,8,10,10,-,10,-,-,-,-,100,100,98,100,-,83,90,100,95,100,100,75,100,100,70,0,,,,,,,,,69,0,0,9,1,0,1,1
Ingeniería Civil,10,100,45,-,2,10,8,5,6,-,-,-,10,100,77,100,44,100,100,100,100,77,100,0,100,100,100,100,100,100,100,85,100,,,,,,,,,67,0,0,1,1,1,1,1
Ingeniería Civil Informática,95,100,-,10,10,10,2,7.5,10,10,7.5,6,10,100,100,100,100,100,100,100,100,100,100,80,100,100,95,100,100,100,90,100,100,,,,,,,,,95,0,0,7,1,0,1,1
Ingeniería Civil,28,0,15,10,10,0,7.5,7.5,8,6,10,4,4,100,100,100,100,100,100,100,100,100,100,95,100,80,100,100,35,100,100,80,0,,,,,,,,,22,0,0,1,1,0,1,0
Ingeniería Civil Mecánica,100,50,-,10,10,10,8,7.5,10,10,7.5,10,10,90,100,100,95,97,0,98,95,0,99,100,100,100,100,95,90,100,100,100,100,,,,,,,,,85,0,0,9,1,1,1,1
Ingeniería Civil Plan Común,92,85,-,10,10,10,10,10,10,10,-,10,-,82,94,100,0,98,90,69,95,93,-,100,100,100,100,100,100,95,100,100,100,,,,,,,,,89,0,0,11,1,0,1,1
Ingeniería Civil Matemática,75,100,-,10,10,10,10,10,10,10,2.5,6,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,100,100,100,100,,,,,,,,,92,0,0,8,1,1,1,1
Ingeniería Civil Matemática,83,0,67,10,10,10,10,7.5,10,10,7.5,6,10,100,100,100,0,100,100,100,100,100,100,100,100,0,100,100,100,100,0,100,95,,,,,,,,,50,0,0,8,1,0,1,0
Ingeniería Civil Informática,87,80,-,10,10,10,8,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,,,,,,,,,92,0,0,7,1,1,1,1
Ingeniería Civil,68,100,-,0,10,10,0,7.5,8,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,,,,,,,,,87,0,0,1,1,0,1,1
Ingeniería Civil Mecánica,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,9,1,0,1,0
Ingeniería Civil Matemática,100,85,-,10,10,10,8,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,41,100,100,100,,,,,,,,,95,0,0,8,1,1,1,1
Ingeniería Civil Informática,40,0,20,10,10,0,10,5,10,8,10,2,4,100,-,100,-,0,100,-,-,-,-,95,100,100,100,95,100,45,100,-,-,,,,,,,,,20,0,0,7,1,0,1,0
Ingeniería Civil Mecánica,97,95,-,10,10,10,10,10,10,10,10,10,10,92,85,93,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,,,,,,,,,96,0,0,9,1,0,1,1
Ingeniería Civil,87,80,-,0,6,10,2,7.5,4,8.33,10,4,10,0,85,100,100,99,100,100,100,100,100,85,100,100,90,100,90,95,100,100,0,,,,,,,,,81,0,0,1,1,1,1,1
Ingeniería Civil Mecánica,97,95,-,10,6,10,8,10,8,10,10,4,4,100,100,100,100,100,100,98,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,94,0,0,9,1,0,1,1
Lic. en Astrofísica,25,0,-,10,10,10,-,0,-,1.67,-,-,10,100,-,100,-,-,100,-,-,-,-,100,100,100,70,90,15,-,-,-,-,,,,,,,,,13,0,0,17,1,0,1,0
Ingeniería Civil Mecánica,18,50,50,10,2,0,6,7.5,8,10,8,2,4,82,100,100,0,100,80,100,100,100,100,85,100,90,95,100,35,15,100,65,65,,,,,,,,,50,0,0,9,1,0,1,0
Ingeniería Civil Matemática,40,0,75,10,10,0,6,10,10,10,10,6,10,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,0,15,100,100,0,,,,,,,,,67,0,0,8,1,0,1,1
Ingeniería Civil Mecánica,10,30,95,0,10,10,6,5,2,6,0,6,10,91,98,100,72,100,100,96,100,100,100,90,100,90,100,95,35,50,30,100,30,,,,,,,,,64,0,0,9,1,0,1,1
Lic. en Astrofísica,3,0,-,10,6,10,6,7.5,4,4,2.5,2,10,-,100,100,-,97,100,100,100,99,93,0,70,0,0,0,0,-,-,-,-,,,,,,,,,2,0,0,17,1,1,1,0
Ingeniería Civil Mecánica,95,85,-,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,-,100,-,100,100,100,100,100,100,95,100,100,80,0,,,,,,,,,90,0,0,9,1,0,1,1
Ingeniería Civil Plan Común,43,35,-,-,10,-,10,-,6,10,-,0,10,100,100,100,100,100,100,100,-,100,-,90,95,100,90,90,45,45,100,90,70,,,,,,,,,39,0,0,11,1,0,1,0
Ingeniería Civil Informática,41,90,-,10,10,10,10,10,6,6.67,10,2,10,100,100,100,100,100,100,-,100,-,100,90,100,90,100,90,100,50,100,100,95,,,,,,,,,75,0,0,7,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,10,10,6,8,10,10,10,100,-,100,100,100,100,-,100,-,100,90,100,100,90,100,100,100,100,100,95,,,,,,,,,97,0,0,7,1,0,1,1
Ingeniería Civil Informática,58,0,-,10,10,10,8,7.5,8,10,10,10,10,100,100,92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,29,0,0,7,1,0,1,0
Ingeniería Civil,51,70,-,10,6,10,7.5,2.5,6,0,5,4,10,-,100,-,-,-,-,0,-,-,94,85,100,90,95,85,0,48,100,100,0,,,,,,,,,61,0,0,1,1,0,1,1
Ingeniería Civil Matemática,19,30,-,10,10,10,6,7.5,6,5,10,6,10,0,98,100,100,73,100,100,100,100,100,90,100,80,90,95,30,0,40,20,30,,,,,,,,,25,0,0,8,1,1,1,0
Ingeniería Civil Matemática,50,75,-,0,10,0,8,10,4,10,10,-,6,92,100,100,100,100,100,0,100,67,86,90,100,80,100,100,80,95,95,85,70,,,,,,,,,69,0,0,8,1,0,1,1
Ingeniería Civil Mecánica,-,65,85,0,10,10,8,2.5,6,4,0,4,6,100,100,100,100,100,-,78,-,29,0,100,100,100,100,100,100,85,100,100,85,,,,,,,,,74,0,0,9,1,0,1,1
Ingeniería Civil,26,65,15,10,10,0,10,7.5,4,0,10,6,4,100,94,100,100,100,100,71,100,100,100,95,100,75,100,95,90,100,60,80,100,,,,,,,,,40,0,0,1,1,0,1,0
Ingeniería Civil Mecánica,85,100,-,0,10,10,8,10,8,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,94,0,0,9,1,0,1,1
Ingeniería Civil Matemática,68,0,-,0,10,10,10,10,10,-,10,4,10,90,-,85,80,93,54,-,70,97,80,95,100,85,100,100,100,0,100,100,95,,,,,,,,,34,0,0,8,1,1,1,0
Ingeniería Civil Metalúrgica,88,90,-,10,10,10,6,10,2,8,10,6,6,-,100,100,100,100,100,100,100,99,-,85,95,80,65,100,0,0,100,0,0,,,,,,,,,78,0,0,10,1,0,1,1
Ingeniería Civil,100,60,-,0,10,0,10,10,8,5,10,6,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,40,100,80,100,100,,,,,,,,,81,0,0,1,1,1,1,1
Ingeniería Civil,43,90,-,0,10,10,10,10,10,10,8,6,10,87,100,100,100,100,-,100,100,100,100,100,100,95,100,85,85,55,100,95,100,,,,,,,,,78,0,0,1,1,1,1,1
Ingeniería Civil Informática,100,90,-,10,0,10,10,10,8,10,5,10,10,100,100,100,100,100,100,0,100,100,100,95,100,75,100,100,0,100,90,100,100,,,,,,,,,90,0,0,7,1,0,1,1
Ingeniería Civil,31,0,-,0,10,10,10,7.5,6,6.67,7.5,10,-,86,98,100,0,100,0,61,33.75,97,95,75,100,100,100,100,0,0,100,100,0,,,,,,,,,16,0,0,1,1,0,1,0
Ingeniería Civil Matemática,98,0,100,10,10,10,10,10,8,10,10,8,10,100,100,-,98,91,100,86,93.75,-,76,90,100,100,100,100,100,100,100,95,0,,,,,,,,,78,0,0,8,1,0,1,1
Ingeniería Civil Plan Común,0,45,-,10,10,0,8,10,10,8,10,4,10,90,100,100,96,-,-,-,-,48,88,0,100,95,0,0,0,-,-,-,-,,,,,,,,,23,0,0,11,1,0,1,0
Ingeniería Civil Mecánica,60,60,-,10,10,10,10,7.5,6,6,10,2,6,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,90,0,100,100,80,,,,,,,,,73,0,0,9,1,1,1,1
Ingeniería Civil Mecánica,75,100,-,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,94,0,0,9,1,0,1,1
Ingeniería Civil,58,80,-,10,10,10,8,10,4,8.33,10,8,10,100,100,100,100,97,100,94,100,-,-,100,100,80,100,100,100,100,100,65,95,,,,,,,,,78,0,0,1,1,0,1,1
Ingeniería Civil,65,95,-,10,6,10,10,10,8,10,10,8,10,100,100,100,100,100,100,82,100,-,-,85,100,100,100,90,90,100,100,90,0,,,,,,,,,83,0,0,1,1,0,1,1
Ingeniería Civil Informática,48,85,-,10,10,10,8,10,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,,,,,,,,,82,0,0,7,1,0,1,1
Ingeniería Civil Informática,98,100,-,10,10,10,10,10,8,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,95,,,,,,,,,99,0,0,7,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,10,10,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,95,100,100,85,100,100,,,,,,,,,99,0,0,7,1,0,1,1
Ingeniería Civil Informática,60,95,-,10,10,0,8,7.5,8,8.33,10,0,10,100,100,100,100,99,0,100,100,100,100,100,100,100,100,100,0,100,90,100,95,,,,,,,,,72,0,0,7,1,0,1,1
Ingeniería Civil,18,0,-,10,10,10,10,7.5,2,8,-,4,6,100,100,-,-,-,0,94,100,-,84,100,100,0,0,95,75,0,0,-,0,,,,,,,,,9,0,0,1,1,0,1,0
Ingeniería Civil,41,95,-,10,10,10,6,7.5,4,10,10,8,10,100,100,100,100,100,100,100,100,100,100,85,100,100,95,100,45,100,100,80,85,,,,,,,,,79,0,0,1,1,0,1,1
Ingeniería Civil Eléctrica,45,85,-,10,6,10,8,7.5,10,10,7.5,6,10,-,-,-,-,-,-,-,-,-,-,95,100,80,100,100,0,90,0,75,55,,,,,,,,,64,0,0,4,1,0,1,1
Ingeniería Civil Mecánica,34,95,-,10,10,10,10,7.5,8,5,5,4,10,100,98,100,87,97,100,94,85,0,97,90,95,100,100,95,0,71,100,90,60,,,,,,,,,73,0,0,9,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,6,10,10,10,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,99,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,90,75,-,10,10,10,8,7.5,8,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,,,,,,,,,90,0,0,9,1,0,1,1
Ingeniería Civil,53,100,-,10,10,10,10,10,10,10,10,10,10,100,100,-,100,100,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,,,,,,,,,88,0,0,1,1,0,1,1
Ingeniería Civil Plan Común,11,0,-,10,10,10,8,7.5,2,10,10,-,-,100,100,100,-,99,-,-,-,-,-,100,100,80,85,95,0,-,-,-,-,,,,,,,,,6,0,0,11,1,0,1,0
Ingeniería Civil,48,50,100,10,2,10,8,10,4,10,10,4,10,100,100,-,100,100,100,0,100,100,100,95,0,100,100,100,100,45,95,50,-,,,,,,,,,75,0,0,1,1,0,1,1
Ingeniería Civil,24,70,95,0,10,10,10,7.5,6,10,10,6,10,100,100,-,100,100,100,100,100,100,100,100,100,85,100,90,80,78,85,70,100,,,,,,,,,85,0,0,1,1,0,1,1
Ingeniería Civil Informática,75,100,-,10,10,10,8,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,95,100,100,95,0,100,100,100,95,100,,,,,,,,,91,0,0,7,1,0,1,1
Ingeniería Civil Matemática,100,100,-,10,10,10,10,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,100,0,0,8,1,0,1,1
Ingeniería Civil Informática,85,100,-,10,10,10,6,7.5,8,10,0,10,6,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,,,,,,,,,92,0,0,7,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,7.5,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,100,100,100,90,100,,,,,,,,,99,0,0,7,1,1,1,1
Ingeniería Civil Plan Común,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,11,1,0,1,0
Ingeniería Civil Informática,76,65,-,10,10,10,10,10,4,6,8,4,10,100,100,100,100,100,100,100,100,100,100,75,100,100,100,100,100,100,100,100,100,,,,,,,,,80,0,0,7,1,1,1,1
Ingeniería Civil Informática,100,100,-,10,10,0,10,10,10,10,10,8,10,100,100,-,100,100,100,93,100,-,-,100,100,100,90,100,100,60,100,100,100,,,,,,,,,94,0,0,7,1,0,1,1
Ingeniería Civil Matemática,55,100,-,10,10,10,10,10,8,10,10,2,10,95,100,100,100,100,100,100,100,100,0,95,100,100,100,100,100,100,100,100,100,,,,,,,,,85,0,0,8,1,0,1,1
Ingeniería Civil Mecánica,16,90,100,10,10,0,4,2.5,8,0,5,-,2,100,100,-,100,100,100,0,100,100,100,100,100,100,100,100,100,0,100,95,80,,,,,,,,,81,0,0,9,1,1,1,1
Ingeniería Civil Informática,95,85,-,10,10,10,7.5,7.5,8,10,10,4,10,100,100,100,96,100,100,96,100,0,100,100,100,100,100,95,100,100,100,70,100,,,,,,,,,91,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,23,90,-,-,10,10,10,5,8,8.33,10,6,10,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,90,100,100,90,100,,,,,,,,,73,0,0,9,1,0,1,1
Ingeniería Civil Informática,49,50,30,10,10,10,7.5,5,8,10,10,4,4,85,63,46,50,-,63,71,73.75,-,0,100,100,100,90,95,80,0,40,90,100,,,,,,,,,40,0,0,7,1,0,1,0
Ingeniería Civil Mecánica,35,80,-,10,10,0,10,7.5,8,10,10,2,10,100,100,100,100,100,100,100,100,100,100,90,100,100,100,100,100,46,100,100,100,,,,,,,,,73,0,0,9,1,1,1,1
Ingeniería Civil Informática,95,95,-,10,10,10,10,7.5,10,10,10,4,6,100,100,100,100,100,100,-,-,-,92,90,100,100,100,100,100,100,100,85,100,,,,,,,,,93,0,0,7,1,0,1,1
Ingeniería Civil Informática,61,90,-,10,10,10,10,7.5,10,10,7.5,4,10,100,100,100,100,99,100,100,100,100,100,95,100,90,100,100,100,100,100,100,95,,,,,,,,,85,0,0,7,1,1,1,1
Ingeniería Civil Informática,70,60,-,10,10,10,2,10,6,10,7.5,2,10,100,100,100,0,100,100,98,100,59,0,100,100,100,100,100,100,-,100,-,-,,,,,,,,,70,0,0,7,1,0,1,1
Ingeniería Civil,60,45,35,0,10,10,5,10,10,8,10,6,10,100,-,100,100,100,-,100,-,100,100,100,0,100,85,100,85,0,70,75,40,,,,,,,,,48,0,0,1,1,0,1,0
Ingeniería Civil Informática,48,95,-,10,10,10,10,7.5,4,8.33,10,4,10,96,100,100,100,100,100,100,100,100,100,100,100,100,100,95,100,100,80,90,100,,,,,,,,,82,0,0,7,1,0,1,1
Ingeniería Civil Informática,95,80,-,10,10,10,10,10,8,10,7.5,8,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,95,61,100,100,100,,,,,,,,,90,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,40,45,55,10,10,0,5,-,4,10,10,0,4,100,100,100,100,100,100,100,100,99,100,100,100,100,100,95,65,26,100,85,55,,,,,,,,,50,0,0,9,1,1,1,0
Ingeniería Civil,58,80,-,10,6,10,7.5,10,10,8.33,8,8,10,100,100,100,100,100,100,100,100,100,100,95,100,100,100,70,40,100,100,100,70,,,,,,,,,80,0,0,1,1,0,1,1
Ingeniería Civil Informática,100,95,100,10,10,10,8,10,10,10,10,10,10,100,100,100,0,100,100,100,100,-,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,99,0,0,7,1,0,1,1
Ingeniería Civil Informática,91,80,-,0,10,10,10,7.5,-,-,10,-,10,95,-,-,-,-,-,-,60,-,-,85,95,80,100,80,50,100,90,75,100,,,,,,,,,74,0,0,7,1,0,1,1
Ingeniería Civil Mecánica,30,100,-,10,10,10,10,10,8,10,10,10,10,100,100,100,100,100,100,100,-,100,100,100,100,95,100,100,0,100,100,100,0,,,,,,,,,70,0,0,9,1,0,1,1
Ingeniería Civil Informática,100,100,-,10,10,10,10,10,10,10,10,8,10,100,100,100,100,100,61,100,100,100,100,90,100,100,100,100,100,100,100,100,100,,,,,,,,,99,0,0,7,1,0,1,1
Ingeniería Civil Informática,23,85,45,10,10,10,10,10,2,6.67,5,-,-,100,100,100,-,100,-,100,100,100,100,100,100,100,95,0,100,55,100,35,100,,,,,,,,,69,0,0,7,1,1,1,1
Ingeniería Civil Informática,98,90,-,10,10,10,10,7.5,-,10,10,10,10,86,96,92,100,97,100,98,98.75,100,100,90,100,100,90,100,70,60,90,80,100,,,,,,,,,89,0,0,7,1,0,1,1
Ingeniería Civil,30,20,55,10,10,10,7.5,2.5,4,10,10,0,10,100,87,100,100,100,100,100,100,100,100,95,95,80,95,100,65,5,45,0,0,,,,,,,,,43,0,0,1,1,0,1,0
Ingeniería Civil Informática,92,95,-,10,10,10,10,5,8,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,100,,,,,,,,,95,0,0,7,1,1,1,1
Ingeniería Civil Metalúrgica,20,100,-,10,6,10,7.5,10,4,10,10,6,10,100,100,100,100,100,100,100,100,100,100,100,100,100,70,80,0,100,100,35,80,,,,,,,,,72,0,0,10,1,1,1,1
Ingeniería Civil Informática,25,45,42,10,0,10,10,5,8,4,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,85,100,95,100,0,,,,,,,,,44,0,0,7,1,0,1,0
Ingeniería Civil Mecánica,70,95,-,10,10,10,8,10,10,10,10,10,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,91,0,0,9,1,0,1,1
Ingeniería Civil Informática,21,0,-,10,10,0,10,7.5,10,1.67,8,-,-,100,86,100,0,0,0,0,-,-,-,95,100,90,100,100,35,0,0,0,0,,,,,,,,,11,0,0,7,1,0,1,0
Ingeniería Civil Informática,70,0,25,10,10,10,10,7.5,8,10,10,10,-,100,88,-,88,100,100,100,100,63,0,95,100,95,100,100,100,0,100,80,100,,,,,,,,,48,0,0,7,1,1,1,0
Ingeniería Civil Plan Común,24,65,50,-,10,10,6,10,10,8,10,6,10,90,100,100,83,91,80,100,98.75,98,90,100,90,90,90,85,0,61,100,85,95,,,,,,,,,66,0,0,11,1,0,1,1
Ingeniería Civil,73,100,-,10,10,10,7.5,7.5,10,8,10,0,-,100,100,100,100,-,0,100,100,-,100,95,100,100,100,100,100,100,95,90,100,,,,,,,,,86,0,0,1,1,0,1,1
Ingeniería Civil Informática,100,85,-,10,10,10,8,10,10,6.67,10,8,4,96,100,100,100,100,100,100,100,67,100,95,100,95,100,100,80,100,85,90,95,,,,,,,,,93,0,0,7,1,0,1,1
Ingeniería Civil Matemática,60,40,95,10,4,10,8,7.5,4,3.33,10,2,-,100,100,100,0,100,-,-,-,-,-,90,100,100,100,100,0,35,45,0,0,,,,,,,,,66,0,0,8,1,0,1,1
Ingeniería Civil Mecánica,98,85,-,10,10,10,10,10,10,10,10,8,10,100,100,100,100,100,100,100,100,100,100,100,100,80,100,100,100,100,100,100,100,,,,,,,,,95,0,0,9,1,0,1,1
Ingeniería Civil Mecánica,70,60,-,10,10,-,6,10,8,10,10,0,10,87,98,100,83,92,-,100,88.75,100,100,95,100,100,100,100,100,0,100,75,0,,,,,,,,,64,0,0,9,1,1,1,1
